timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,connected,source,priority,id,is_powering_off,warning
22530540,24.294477,24.85372,5.1568,3.2833176,0.0,1.3280846,1.0,1.0,nan,4,6.21343,6.21343,6.21343,6.21343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22820490,24.36739,24.779438,5.3619,4.083221,0.0,1.7416344,1.0,1.0,nan,4,6.1948595,6.1948595,6.1948595,6.1948595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23120589,24.090322,24.665342,17.5507,7.350856,0.0,2.61869,1.0,1.0,nan,4,6.1663356,6.1663356,6.1663356,6.1663356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23430667,23.886168,24.483608,20.949501,12.584748,0.0,4.2175584,1.0,1.0,nan,4,6.120902,6.120902,6.120902,6.120902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23720537,23.72576,24.31508,20.4807,15.954477,0.0,5.852051,1.0,1.0,nan,4,6.07877,6.07877,6.07877,6.07877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24020578,23.929914,24.200657,16.9647,17.448425,0.0,7.468663,1.0,1.0,nan,4,6.050164,6.050164,6.050164,6.050164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24320489,23.536186,24.140944,18.0195,17.805101,0.0,8.976635,1.0,1.0,nan,4,6.035236,6.035236,6.035236,6.035236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24630893,24.090322,24.035923,24.3776,19.863794,0.0,10.872211,1.0,1.0,nan,4,6.0089808,6.0089808,6.0089808,6.0089808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24920517,23.68201,23.914106,24.8464,21.719807,0.0,12.809609,1.0,1.0,nan,4,5.9785266,5.9785266,5.9785266,5.9785266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25530900,23.90075,23.807652,19.8068,20.797016,0.0,16.346071,1.0,1.0,nan,4,5.951913,5.951913,5.951913,5.951913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25820524,22.763313,23.796934,20.949501,20.281633,0.0,17.921824,1.0,1.0,nan,4,5.9492335,5.9492335,5.9492335,5.9492335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26121116,23.784088,23.73526,22.0336,20.57364,0.0,19.667921,1.0,1.0,nan,4,5.933815,5.933815,5.933815,5.933815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26420490,23.769506,23.712387,22.8833,21.132889,0.0,21.47659,1.0,1.0,nan,4,5.928097,5.928097,5.928097,5.928097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26720519,23.507023,23.677265,23.2642,21.855328,0.0,23.36378,1.0,1.0,nan,4,5.9193163,5.9193163,5.9193163,5.9193163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27020496,23.332031,23.671322,20.6272,21.595251,0.0,25.14284,1.0,1.0,nan,4,5.9178305,5.9178305,5.9178305,5.9178305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27320544,23.43411,23.647102,19.7482,21.18738,0.0,26.86731,1.0,1.0,nan,4,5.9117756,5.9117756,5.9117756,5.9117756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27631245,23.404943,23.621304,21.183899,21.196886,0.0,28.693056,1.0,1.0,nan,4,5.905326,5.905326,5.905326,5.905326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27920878,22.98205,23.568733,19.396599,21.135143,0.0,30.388601,1.0,1.0,nan,4,5.8921833,5.8921833,5.8921833,5.8921833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28520519,23.68201,23.583921,22.9126,21.064093,0.0,33.87283,1.0,1.0,nan,4,5.8959804,5.8959804,5.8959804,5.8959804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28830548,23.477858,23.550056,24.1432,22.142109,0.0,35.879997,1.0,1.0,nan,4,5.887514,5.887514,5.887514,5.887514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29120698,24.031992,23.521496,23.5865,22.786156,0.0,37.789093,1.0,1.0,nan,4,5.880374,5.880374,5.880374,5.880374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29420505,23.711176,23.48366,21.7992,22.83894,0.0,39.69896,1.0,1.0,nan,4,5.870915,5.870915,5.870915,5.870915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29720488,23.507023,23.468397,21.154598,21.888466,0.0,41.424503,1.0,1.0,nan,4,5.8670993,5.8670993,5.8670993,5.8670993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30030542,23.740341,23.481148,22.4438,21.635433,0.0,43.25623,1.0,1.0,nan,4,5.870287,5.870287,5.870287,5.870287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30320491,23.507023,23.459888,22.1508,21.884897,0.0,45.0455,1.0,1.0,nan,4,5.864972,5.864972,5.864972,5.864972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30620883,23.988245,23.458366,21.5648,21.631264,0.0,46.821636,1.0,1.0,nan,4,5.8645916,5.8645916,5.8645916,5.8645916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30930613,23.55077,23.47449,19.9533,20.938152,0.0,48.555367,1.0,1.0,nan,4,5.8686223,5.8686223,5.8686223,5.8686223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31531775,23.638264,23.47236,21.154598,20.584656,0.0,51.95083,1.0,1.0,nan,4,5.86809,5.86809,5.86809,5.86809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31831367,23.49244,23.437967,23.0298,20.961292,0.0,53.72679,1.0,1.0,nan,4,5.859492,5.859492,5.859492,5.859492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32130847,23.72576,23.418509,24.4655,22.036259,0.0,55.665974,1.0,1.0,nan,4,5.854627,5.854627,5.854627,5.854627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32432140,23.186207,23.379871,23.147,22.841694,0.0,57.663532,1.0,1.0,nan,4,5.844968,5.844968,5.844968,5.844968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32720488,23.84242,23.344952,20.3635,22.410357,0.0,59.42702,1.0,1.0,nan,4,5.836238,5.836238,5.836238,5.836238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33031456,23.594517,23.374628,20.8909,21.416405,0.0,61.173805,1.0,1.0,nan,4,5.843657,5.843657,5.843657,5.843657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33320488,23.55077,23.385345,22.0336,21.178665,0.0,62.843094,1.0,1.0,nan,4,5.8463364,5.8463364,5.8463364,5.8463364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33620512,23.594517,23.376663,21.857801,21.215836,0.0,64.61545,1.0,1.0,nan,4,5.844166,5.844166,5.844166,5.844166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33931127,22.777897,23.372965,19.660301,21.121058,0.0,66.42791,1.0,1.0,nan,4,5.843241,5.843241,5.843241,5.843241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34521903,23.579935,23.396898,20.6272,20.885088,0.0,69.838875,1.0,1.0,nan,4,5.8492246,5.8492246,5.8492246,5.8492246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34821348,23.623682,23.397831,20.422098,20.166838,0.0,71.44294,1.0,1.0,nan,4,5.8494577,5.8494577,5.8494577,5.8494577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35130529,23.72576,23.41241,18.8985,19.720425,0.0,73.09235,1.0,1.0,nan,4,5.8531027,5.8531027,5.8531027,5.8531027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35420515,22.209177,23.415188,21.096,20.202444,0.0,74.751884,1.0,1.0,nan,4,5.853797,5.853797,5.853797,5.853797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36020664,22.821644,23.369488,20.597898,21.50348,0.0,78.4505,1.0,1.0,nan,4,5.842372,5.842372,5.842372,5.842372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36330539,23.696594,23.360296,22.3266,21.683558,0.0,80.33452,1.0,1.0,nan,4,5.840074,5.840074,5.840074,5.840074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36620487,23.025797,23.334372,20.861599,21.733166,0.0,82.09197,1.0,1.0,nan,4,5.833593,5.833593,5.833593,5.833593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36921078,23.054962,23.334255,22.414501,21.694315,0.0,83.896576,1.0,1.0,nan,4,5.833564,5.833564,5.833564,5.833564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
