timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
22220037,22219210,0.987945,0.0016342141,0.0011608239,-0.15479197,0.030137423,0.02698212,0.025330875,0.025946315,0.020814545,0.39711416,-7.4007265e-05,4.062352e-05,3.4404547e-05,0.0,0.0,-0.001312375,0.38650006,2.3148647e-08,0.22496867,0.0,0.0,0.0,0.0,0.0,3.1903785e-06,8.913337e-06,8.91351e-06,0.00012409537,0.0267351,0.02673357,0.02151445,0.06567256,0.0656698,0.3037602,6.6273514e-11,6.627234e-11,7.367372e-10,4.0000004e-06,4.0000004e-06,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
23228319,23227494,0.9884312,0.0022700515,0.0022929823,-0.15163597,0.022290267,0.03592593,0.030037705,0.03281812,0.02923758,0.39908347,-7.3627954e-05,4.0384526e-05,2.692605e-05,-5.2697097e-11,1.0057966e-09,-0.0013076821,0.38650006,2.3148647e-08,0.22496867,0.0,0.0,0.0,0.0,0.0,3.0812955e-06,8.3403675e-06,8.339565e-06,0.00011743756,0.030097015,0.030096045,0.0207256,0.07565175,0.07564948,0.29431584,5.5939735e-11,5.5935027e-11,6.1336536e-10,4.0000027e-06,4.0000027e-06,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
24226655,24225845,0.99157965,0.004501667,0.011136405,-0.12894014,-0.03793564,-0.04352849,-0.124636695,0.012705884,0.04318401,0.2733434,-7.356032e-05,4.0351744e-05,8.324305e-06,6.678718e-08,3.1788068e-07,-0.0013095246,0.38650006,2.3148647e-08,0.22496867,0.0,0.0,0.0,0.0,0.0,2.4975293e-06,1.0643425e-05,1.06298785e-05,0.000111623245,0.1122239,0.11223682,0.020279001,0.22506131,0.22505732,0.28584898,5.6838593e-11,5.6835453e-11,5.159492e-10,3.998882e-06,3.998882e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
29228517,29227656,0.8973074,0.013023864,-0.013609825,0.44100407,0.2887955,0.35320154,-0.34775084,0.03849193,0.12581669,-0.7749644,-7.348038e-05,4.0401705e-05,-7.183701e-05,-9.313987e-05,-6.1233695e-05,-0.001317246,0.38650006,2.3148647e-08,0.22496867,0.0,0.0,0.0,0.0,0.0,1.3987562e-05,2.0909534e-05,2.0914804e-05,7.579852e-05,0.7677033,0.768004,0.021401426,8.535106,8.537237,0.28046983,5.623294e-11,5.6232286e-11,2.4798538e-10,2.4762774e-06,2.4764547e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
30228456,30225970,0.82756126,0.0052448143,-0.010058946,0.5612607,0.26172724,0.42313397,-0.3638463,0.23361993,0.4170644,-1.2165843,-7.340529e-05,4.0388706e-05,-7.703695e-05,-6.92562e-05,-1.3042163e-05,-0.0013206989,0.28902343,-0.00017839226,0.17410564,-0.012269266,-0.0064878515,0.0025789829,0.0,0.0,0.0008113668,2.2260892e-05,2.2074943e-05,0.001776182,0.6348059,0.6349701,0.02139651,9.199577,9.203378,0.27934825,5.5961392e-11,5.5958464e-11,2.2847722e-10,1.9692773e-06,1.970024e-06,5.000009e-08,0.0012834542,3.1612184e-05,0.0012891085,0.00075760315,0.0011647036,0.0012890261,0.0,0.0,24
31220068,31219341,0.75686795,0.0097482,-0.011994358,0.65338504,0.27280602,0.46863052,-0.11304767,0.38731644,0.66017014,-1.5424025,-7.330236e-05,4.038447e-05,-7.7078184e-05,-3.0105937e-05,4.2166655e-05,-0.0013173458,0.28764853,-0.00018283169,0.17570306,-0.011110015,-0.008851096,0.004058892,0.0,0.0,0.0011012052,2.3148375e-05,2.302912e-05,0.0014874905,0.55425817,0.55424184,0.021588478,9.863816,9.869435,0.28322762,5.624629e-11,5.623883e-11,2.2897723e-10,1.6752402e-06,1.6766728e-06,5.000036e-08,0.0011315601,2.945603e-05,0.0012585616,0.00065033993,0.0010262971,0.0012580542,0.0,0.0,24
32228427,32227689,0.70472497,0.016724972,-0.012681339,0.70917016,0.2986031,0.49103534,0.02548708,0.48376802,0.80683154,-1.5199039,-7.316366e-05,4.0405095e-05,-7.712264e-05,3.3962915e-05,0.000110805995,-0.0013134812,0.29408622,-0.0001447895,0.17572647,-0.0146068605,-0.0029991688,0.004794263,0.0,0.0,0.0012987731,2.4246896e-05,2.456283e-05,0.0012912231,0.48356748,0.483133,0.021928715,9.287918,9.293314,0.2830658,5.667126e-11,5.6655357e-11,2.2951556e-10,1.4186792e-06,1.4206767e-06,5.000027e-08,0.001020749,2.749125e-05,0.0012536152,0.0004974674,0.0009428318,0.0012531943,0.0,0.0,24
33226857,33226053,0.6506057,0.013034527,-0.0067598405,0.7592738,0.2842248,0.5056859,-0.15807737,0.5465599,0.93905014,-1.7425213,-7.303025e-05,4.047131e-05,-7.716277e-05,0.000110307505,0.00016883749,-0.0013093764,0.29787177,0.00020453306,0.17503072,-0.025987053,-0.0035973424,0.0067628953,0.0,0.0,0.0014904265,2.525316e-05,2.55743e-05,0.0011020746,0.4618217,0.46076128,0.022430168,8.650183,8.65368,0.28202888,5.7243443e-11,5.721623e-11,2.3018538e-10,1.2415983e-06,1.2441205e-06,5.000009e-08,0.00092838734,2.5882877e-05,0.0012510158,0.00033359736,0.0008959933,0.0012502257,0.0,0.0,24
35228717,35227836,0.5935183,0.013981686,-0.015576931,0.80454826,0.21988414,0.3328324,0.36491185,0.561026,0.9188599,-1.8352886,-7.284728e-05,4.0888066e-05,-7.6578464e-05,0.00029368472,0.00023070433,-0.001284518,0.29534325,0.0005394248,0.17692913,-0.034569725,-0.008577341,0.0075140954,0.0,0.0,0.00075716944,2.863895e-05,2.8185055e-05,0.0003786017,0.4877802,0.48649523,0.023591824,7.8075204,7.8056116,0.28843948,5.8122854e-11,5.827494e-11,2.3086114e-10,1.0073753e-06,1.009672e-06,5.000009e-08,0.0007840941,2.3260272e-05,0.0012484785,0.00015698098,0.00080682704,0.0012473465,0.0,0.0,24
36227049,36226151,0.5425374,0.002276222,-0.03636372,0.8392412,0.4885342,0.37280697,0.22261101,0.6755049,0.9388633,-1.5776719,-7.2791445e-05,4.105255e-05,-7.6453915e-05,0.00036112405,0.00023327657,-0.0012671889,0.29496467,0.00053780555,0.17684683,-0.034187403,-0.008892211,0.007555075,0.0,0.0,0.0002571689,3.0709427e-05,3.000935e-05,9.73143e-05,0.5389369,0.5374842,0.023904659,8.253348,8.247151,0.28860593,5.858021e-11,5.8797224e-11,2.3129629e-10,9.366751e-07,9.390914e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
37230449,37229515,0.56659365,0.007736441,-0.020534642,0.8237052,0.68467075,0.34346074,0.0630391,0.96608925,0.939922,-1.5017312,-7.270711e-05,4.1254418e-05,-7.6330834e-05,0.00043894403,0.00021488282,-0.0012553713,0.29496467,0.00053780555,0.17684683,-0.034187403,-0.008892211,0.007555075,0.0,0.0,0.0001438377,3.2346066e-05,3.2028212e-05,6.152e-05,0.5624666,0.5610601,0.02405966,8.171502,8.162584,0.2886411,5.899099e-11,5.919773e-11,2.3176906e-10,8.606436e-07,8.632682e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
38228805,38227888,0.5898356,-0.0077764546,-0.0068993038,0.8074565,0.61906683,0.19620627,0.19319262,1.1711016,0.86210877,-1.4685395,-7.2604096e-05,4.1468087e-05,-7.582112e-05,0.0005114456,0.00016933923,-0.0012388588,0.29496467,0.00053780555,0.17684683,-0.034187403,-0.008892211,0.007555075,0.0,0.0,9.859099e-05,3.4489258e-05,3.430449e-05,4.712053e-05,0.57384974,0.5723914,0.024289932,8.162751,8.15257,0.2951932,5.943058e-11,5.962537e-11,2.3189355e-10,7.962713e-07,7.989285e-07,5.0000107e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
39228670,39226267,0.69003195,-0.005291022,-0.014409993,0.7236161,0.86516565,-0.16041689,0.09177727,1.4008151,0.58129084,-1.3532444,-7.2319e-05,4.185915e-05,-7.507192e-05,0.00057972764,9.0530026e-05,-0.0012244455,0.30396974,0.00096802023,0.17410292,-0.031128816,-0.020511288,0.004094348,0.0,0.0,6.330368e-05,3.6607435e-05,3.640323e-05,5.1128616e-05,0.5702861,0.5693648,0.024041152,8.160343,8.150375,0.29387072,5.9793774e-11,5.9882106e-11,2.3144227e-10,7.4066253e-07,7.441158e-07,5.000008e-08,0.0003978697,2.0761463e-05,0.0006459391,7.934275e-05,0.00039674388,0.00064605335,0.0,0.0,24
41228806,41228008,0.9005415,0.0022062636,-0.007887252,0.43469292,0.7251106,-0.5401031,0.06510934,1.8744326,-0.23043634,-1.7543609,-7.213777e-05,4.293304e-05,-7.158972e-05,0.00067100395,-6.12046e-05,-0.0012014088,0.33450794,0.0019369725,0.17715447,-0.026392445,0.011934768,0.0063802926,0.0,0.0,2.3014203e-05,4.126415e-05,4.118815e-05,8.271641e-05,0.5433396,0.54232097,0.023650266,8.762325,8.754394,0.2966237,6.088314e-11,6.103814e-11,2.3026771e-10,6.6972916e-07,6.7327585e-07,5.0000267e-08,0.00017628536,1.8513616e-05,0.0006275268,5.2649048e-05,0.00017400416,0.00062737975,0.0,0.0,24
42227169,42226388,0.9685157,0.0012066879,-0.01293771,0.24861324,0.41457832,-0.5520026,-0.073243625,1.6560757,-0.6273038,-1.8363689,-7.2203344e-05,4.2952477e-05,-7.199313e-05,0.0006422725,-0.00010692062,-0.0011947984,0.33369437,0.0017062457,0.17718835,-0.0254155,0.010578031,0.0067992792,0.0,0.0,7.748821e-06,4.272999e-05,4.26136e-05,8.8708926e-05,0.50659454,0.50511277,0.023113227,8.560891,8.552665,0.29330656,6.130303e-11,6.157983e-11,2.2852281e-10,6.446468e-07,6.480262e-07,5.000009e-08,8.747184e-05,1.7342798e-05,0.00062514,4.1338277e-05,8.463063e-05,0.0006249151,0.0,0.0,24
43222221,43219777,0.9997183,0.0050129583,-0.0033877776,0.022953602,0.12699465,-0.40704203,0.17086451,1.2925286,-0.803883,-1.8627622,-7.215289e-05,4.3142492e-05,-7.22874e-05,0.00061619864,-0.00014217827,-0.0011883689,0.32666698,0.0015547078,0.17703733,-0.023500767,0.0033297422,0.006247346,0.0,0.0,5.7277487e-07,4.273907e-05,4.2886426e-05,8.512271e-05,0.48479483,0.4821659,0.022785721,8.270153,8.25902,0.29530257,6.1677996e-11,6.192156e-11,2.2543228e-10,6.290287e-07,6.3286654e-07,5.0000217e-08,4.742203e-05,1.6248317e-05,0.00062386406,2.9726816e-05,4.4321627e-05,0.0006235867,0.0,0.0,24
45228943,45226527,0.9132516,-0.0023267835,-0.018570498,-0.40696603,-0.113472864,0.032731157,0.11972692,0.42715445,-0.3880795,-2.101612,-7.221158e-05,4.534932e-05,-6.201936e-05,0.0007577821,-0.00018364814,-0.0011837312,0.30214003,0.0032904805,0.17049317,-0.02289131,-0.023660067,0.009385365,0.0,0.0,1.0584278e-05,3.9246952e-05,3.9351453e-05,6.175491e-05,0.5785307,0.57016575,0.021770766,8.513453,8.482969,0.28835365,6.2055944e-11,6.156247e-11,2.1705229e-10,6.163175e-07,6.2382605e-07,5e-08,1.9917266e-05,1.4558093e-05,0.0006166187,1.5245825e-05,1.6345324e-05,0.00061645696,0.0,0.0,24
46227236,46224912,0.79513264,-0.003977877,-0.005499622,-0.60639775,-0.27530345,0.40203038,-0.15472102,0.009874843,0.1278401,-2.2910006,-7.260538e-05,4.6376106e-05,-4.9034876e-05,0.0008757207,-0.0001643769,-0.0011900652,0.29468346,0.0050996533,0.17193681,-0.025394,-0.035240997,0.007097817,0.0,0.0,2.332629e-05,3.4796223e-05,3.51433e-05,4.73323e-05,0.6555704,0.643103,0.021765485,8.422212,8.381689,0.29114938,6.1277136e-11,6.042618e-11,2.1183677e-10,6.093003e-07,6.1909213e-07,5.000013e-08,1.4851958e-05,1.3929505e-05,0.0006145912,1.171636e-05,1.1458654e-05,0.00061433186,0.0,0.0,24
48229262,48226679,0.48194328,-0.0011322848,0.00017691581,-0.8762017,-0.40437534,1.3152089,0.024932243,-0.780905,1.7055718,-2.5375314,-7.390135e-05,4.693112e-05,-2.0555613e-05,0.0010300053,-3.6914687e-05,-0.0012042528,0.2930193,0.007914746,0.17844664,-0.032073777,-0.048439253,-0.0005708432,0.0,0.0,5.003486e-05,2.4573876e-05,2.4514111e-05,1.9935182e-05,0.7602031,0.7415619,0.021545315,8.561114,8.499897,0.28435844,5.7265106e-11,5.66268e-11,1.9702244e-10,5.682001e-07,5.78971e-07,5e-08,9.494579e-06,1.2942711e-05,0.00060868857,7.812569e-06,6.907442e-06,0.00060812884,0.0,0.0,24
50229185,50228452,0.15314335,-0.0015543209,0.0071417466,-0.98817706,-0.14767736,1.7281907,0.07742959,-0.81802565,3.0968504,-2.6214147,-7.443611e-05,4.5427038e-05,-1.1117551e-05,0.00091618876,1.6897398e-05,-0.0012279304,0.2971858,0.008704424,0.17676976,-0.037154946,-0.051999174,0.0004960294,0.0,0.0,6.69469e-05,1.6711885e-05,1.6547277e-05,3.492154e-06,0.75291675,0.73408264,0.02175871,9.469736,9.378421,0.2859957,5.283169e-11,5.318776e-11,1.762022e-10,4.9492115e-07,5.0187873e-07,5.000018e-08,6.8186932e-06,1.2170813e-05,0.000602468,5.8352125e-06,5.33575e-06,0.00060175045,0.0,0.0,24
51227689,51226844,0.03406298,-0.005451447,0.009899861,-0.99935585,-0.0741626,1.5021565,-0.044162568,-0.57768875,3.2391138,-2.5341196,-7.419373e-05,4.4328637e-05,-1.6265752e-05,0.00077203754,-2.8469274e-06,-0.0012379133,0.29887095,0.008857632,0.17398916,-0.03919492,-0.0518386,0.0034001777,0.0,0.0,6.9181966e-05,1.3809961e-05,1.3706568e-05,9.492635e-07,0.67786443,0.66211563,0.021419767,9.30074,9.20705,0.28338072,5.0889702e-11,5.163535e-11,1.6377481e-10,4.4753804e-07,4.521425e-07,5.0000093e-08,5.8873397e-06,1.1808982e-05,0.0005972643,5.139094e-06,4.961245e-06,0.00059653446,0.0,0.0,24
52226112,52225238,-0.0022708117,-0.022557355,0.00030815497,-0.9997429,-0.04201321,1.3989979,0.16897102,-0.41807207,3.228807,-2.5820155,-7.422691e-05,4.340772e-05,-2.4057643e-05,0.0006314536,-2.2523867e-05,-0.0012416985,0.29922882,0.009056184,0.1741063,-0.04024836,-0.050981686,0.0031530918,0.0,0.0,6.948715e-05,1.1818841e-05,1.1745636e-05,5.689576e-07,0.5956553,0.58368933,0.020993497,9.0027,8.912606,0.28053775,4.960194e-11,5.0532533e-11,1.5203767e-10,4.016281e-07,4.0427153e-07,5e-08,5.1868396e-06,1.14578725e-05,0.0005921052,4.6227283e-06,4.745006e-06,0.00059134676,0.0,0.0,24
