timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
22226887,0.0,0.0,0.0,0.0
22429050,0.0,0.0,0.0,0.0
22627473,0.0,0.0,0.0,0.0
22827138,0.0,0.0,0.0,0.0
23030545,-9.241234e-05,-6.815647e-05,1.4868856e-05,0.0
23230211,-0.00074840523,-0.0019801245,3.6284826e-05,0.0
23429892,0.00017614516,-0.0038689263,-0.00043924333,0.0
23629564,0.002179195,-0.002167997,-0.00088067027,0.0
23827979,0.0006295971,0.0032984454,-0.0024769746,0.0
24027690,0.00076532987,-0.00074300263,-0.0047900067,0.0
24227324,-4.8304828e-05,-0.0028633378,-0.0067954827,0.0
24430735,-0.0002707436,-0.0017724598,-0.007770369,0.0
24630403,-0.0008543721,-0.0025115754,-0.00759326,0.0
24830076,-0.0010895147,-0.0022822304,-0.0071835485,0.0
25031003,-0.0009609233,-0.0019164433,-0.0050703944,0.0
25228165,-0.0011747259,-0.0010656202,-0.0002590652,0.0
25427849,-0.0015630035,-2.4159066e-05,0.0035439918,0.0
25627509,-0.0016743954,0.00042820539,0.006181256,0.0
25827175,-0.0022201664,0.00019085735,0.00793018,0.0
26030627,-0.0019536607,0.00022586674,0.008068731,0.0
26229064,-0.0019250122,-0.00022569927,0.007564012,0.0
26428693,-0.002305013,7.8112666e-05,0.005522193,0.0
26628371,-0.002223253,0.0021542585,0.0024128037,0.0
26828031,-0.0016739673,0.0033777554,-0.0006454553,0.0
27027731,-0.0020108894,0.001991094,-0.0029599871,0.0
27231115,-0.0018085161,0.0016557173,-0.004475121,0.0
27429539,-0.0014395785,0.0027559514,-0.0051251263,0.0
27630472,-0.0013828662,0.0033160234,-0.004937882,0.0
27828892,-0.0013846766,0.003351538,-0.0043218047,0.0
28028552,-0.0013388051,0.0030765138,-0.003698792,0.0
28228224,-0.0013320589,0.0033770637,-0.0035526939,0.0
28427907,-0.0015138114,0.003101682,-0.0032643222,0.0
28627581,-0.0013501345,0.004030109,-0.0027488316,0.0
28829747,-0.00084968517,0.004307496,-0.0022816432,0.0
29029416,-0.0005207688,0.00401472,-0.0017605888,0.0
29229088,-0.00097033597,0.0039011557,-0.0010450784,0.0
29428765,-0.0018007505,0.0042220084,-0.00046801488,0.0
29628428,-0.0018257261,0.0043921964,-7.289016e-05,0.0
29828109,-0.0007695601,0.0042758337,-0.00020007582,0.0
30030271,-0.00044767832,0.002883157,-0.0005698976,0.0
30231192,-0.00032692432,0.0034208596,-0.001606158,0.0
30428371,0.00026359022,0.0043979515,-0.0028963147,0.0
30629296,0.00038039975,0.004159895,-0.0041889087,0.0
30827715,-0.00058289233,0.0036347595,-0.005545704,0.0
31028633,-0.00016844667,0.0029934384,-0.006434136,0.0
31227053,0.00017000212,0.002960468,-0.0066190646,0.0
31431721,0.0005213071,0.0028447928,-0.0069730515,0.0
31630151,0.00046621374,0.002348742,-0.0070500695,0.0
31827326,0.00036286743,0.0016456528,-0.0069437716,0.0
32029498,0.00015378051,0.0020840205,-0.0070243683,0.0
32229164,-0.00022638754,0.0028878166,-0.007178093,0.0
32431334,0.00011973265,0.0031195707,-0.0073723877,0.0
32628522,0.00033694698,0.0034277292,-0.007846799,0.0
32826935,0.00057566125,0.0031685762,-0.008403214,0.0
33031602,5.557413e-06,0.002557333,-0.008555676,0.0
33230032,-3.111392e-05,0.0023404367,-0.008657664,0.0
33428456,-0.00021339115,0.0020886143,-0.0091397,0.0
33628115,-0.00022489682,0.002122083,-0.009859886,0.0
33827798,-0.00031529847,0.0022920955,-0.01065359,0.0
34027469,-0.00016192332,0.0022899916,-0.011507662,0.0
34230890,-0.00010164673,0.0016527486,-0.012258593,0.0
34431809,-0.00012190598,0.0009763345,-0.012695776,0.0
34631483,-0.0006706395,0.0009174152,-0.012934635,0.0
34828661,-0.0006508044,0.0013445943,-0.012605348,0.0
35030833,-0.0014343396,0.0023405757,-0.011544398,0.0
35228064,-0.0009212321,0.0032367383,-0.009511479,0.0
35427688,-0.0011902114,0.0036750983,-0.007872118,0.0
35627355,0.0003940706,0.0019332251,-0.0074177226,0.0
35828287,-0.0011895911,0.00088059687,-0.00871646,0.0
36029199,0.00028093098,0.00174455,-0.010767494,0.0
36228874,0.00036049492,0.0025276614,-0.012125179,0.0
36428552,0.0005458224,0.0025608349,-0.0138335,0.0
36628259,-0.000264103,0.0026611,-0.016092995,0.0
36827893,-0.00015166104,0.0013326209,-0.01793472,0.0
37027576,0.0013239017,0.00086365914,-0.018447692,0.0
37230997,0.0010643458,0.0017065068,-0.017945072,0.0
37429420,0.00097649,0.0017438552,-0.016933076,0.0
37629145,-0.00030732102,0.001712027,-0.016056268,0.0
37828761,-0.0010036662,0.002660417,-0.015372798,0.0
38028443,-0.0018013476,0.00077683985,-0.016656425,0.0
38228118,-0.00064086326,0.00023637031,-0.018956065,0.0
38430279,-0.00045034988,0.00047637004,-0.02115529,0.0
38629955,-0.000624641,0.0001451307,-0.02249476,0.0
38830883,-0.001393326,-0.00024181162,-0.022876067,0.0
39029366,-0.00075030857,0.00089779694,-0.022938356,0.0
39228988,-0.00037133181,0.0020401762,-0.022666633,0.0
39428671,-2.1147549e-05,0.0020196112,-0.021899138,0.0
39627092,0.00020214505,0.0021475614,-0.020788835,0.0
39828009,0.0011854218,0.0021666926,-0.02015216,0.0
40030177,8.681007e-05,0.0033947607,-0.020130446,0.0
40232356,-0.0008593068,0.004873211,-0.020543978,0.0
40432035,-0.00061977346,0.0032943035,-0.02120598,0.0
40627970,0.00047693745,0.0021052677,-0.021615282,0.0
40827635,0.0006748102,0.0018681039,-0.02124437,0.0
41027340,-0.00038330062,0.0023934848,-0.020595193,0.0
41230729,5.0009643e-08,0.003354152,-0.019797066,0.0
41431656,5.2351133e-05,0.0031258175,-0.019449523,0.0
41630078,-6.673132e-05,0.0029418308,-0.019574177,0.0
41829763,2.1775204e-05,0.0028678519,-0.020096857,0.0
42029441,0.0006246629,0.0038424216,-0.020687647,0.0
42227872,0.0005000062,0.0038167357,-0.02121123,0.0
42427539,0.000103297825,0.0033275934,-0.021893712,0.0
42630960,0.0004428376,0.0042374716,-0.022297686,0.0
42833130,0.0007041068,0.0033793454,-0.022351714,0.0
43034058,4.660955e-05,0.0018849076,-0.022022491,0.0
43228741,-0.0024842531,0.002409312,-0.021585764,0.0
43428422,-0.0031833225,0.003302145,-0.020917555,0.0
43628089,-0.0015855769,0.0028768787,-0.020355983,0.0
43827771,3.9584297e-06,0.0023254056,-0.019923527,0.0
44027443,-0.00014752358,0.002349826,-0.019749708,0.0
44230865,-8.2391074e-05,0.0025437821,-0.019928198,0.0
44429298,2.5049805e-05,0.0030188498,-0.01971357,0.0
44630227,-0.00020305606,0.0028695664,-0.01915952,0.0
44828657,0.00039520537,0.0021893827,-0.018821053,0.0
45029575,0.0002723342,0.0020097196,-0.01884364,0.0
45230502,-0.0015995811,0.0020874324,-0.01890179,0.0
45430167,-0.0006124736,0.003063368,-0.019104915,0.0
45628605,0.00014934561,0.001775352,-0.019794656,0.0
45829532,-7.410677e-05,0.0012289628,-0.020094462,0.0
46029212,-0.00018189568,0.002471144,-0.020011205,0.0
46228881,8.033116e-05,0.0018830213,-0.019706614,0.0
46428565,-0.0007220587,0.00055076776,-0.019454425,0.0
46628241,-0.002682502,0.00021798264,-0.019517595,0.0
46830421,-0.0023189269,0.0017492765,-0.019466756,0.0
47030097,-0.0012875521,0.0022622186,-0.018985497,0.0
47231018,-0.0004933648,0.0019370432,-0.018370872,0.0
47430697,0.0018327088,0.0021794098,-0.017789952,0.0
47631622,0.0004399651,0.0025937497,-0.017224146,0.0
47830050,8.501327e-06,0.0026594447,-0.016860863,0.0
48027223,0.00010085155,0.0027082784,-0.016817085,0.0
48229405,0.000115294686,0.0028072647,-0.017027944,0.0
48430322,-0.0009281625,0.002578226,-0.017193235,0.0
48630011,0.00039709776,0.002481804,-0.017308073,0.0
48827186,0.0025473072,0.0020495593,-0.01724573,0.0
49427469,-0.0010658358,0.003992458,-0.016166411,0.0
49627145,0.00046179513,0.003329953,-0.01546377,0.0
49831822,0.0010968888,0.0029073742,-0.015002387,0.0
50028999,0.00124995,0.002920629,-0.014734983,0.0
50228677,0.000653806,0.0018743445,-0.014600849,0.0
50430854,-0.00026771778,0.0029384329,-0.014324973,0.0
50629331,3.5636458e-05,0.0038084956,-0.013731947,0.0
50831466,0.00036175232,0.004113106,-0.0129483165,0.0
51029895,-0.00050340337,0.00395003,-0.011960564,0.0
51228328,0.0003097219,0.0031406966,-0.011392524,0.0
51429247,0.0013738376,0.0023961372,-0.011122292,0.0
51628939,0.001213046,0.0021608758,-0.010294911,0.0
51828599,0.0004337154,0.0031197495,-0.00960609,0.0
52028327,0.0002596945,0.003511867,-0.009178981,0.0
52227953,0.00079347653,0.0034240056,-0.009017869,0.0
52427651,0.0008482613,0.0027854368,-0.0091100475,0.0
52632312,0.00079346716,0.0014935192,-0.0092351185,0.0
52829489,0.00037522934,0.0021610453,-0.009491576,0.0
53034173,0.0004396053,0.0034571278,-0.009831764,0.0
53228852,0.00076906185,0.002653841,-0.01013033,0.0
53428539,0.0008092336,0.0023473303,-0.010262501,0.0
53626959,0.0007457151,0.002586007,-0.010130269,0.0
53830382,0.0003180022,0.0024565922,-0.009990978,0.0
54030074,-0.0006730141,0.0021702277,-0.009897659,0.0
54229744,-0.00027470975,0.0023531648,-0.009902064,0.0
54429425,0.0014695347,0.0018579377,-0.010071772,0.0
54629104,0.0019528118,0.0014825541,-0.0103470925,0.0
54827538,0.0017052632,0.0018046701,-0.010737004,0.0
55027220,0.00044233468,0.00237278,-0.011167472,0.0
55230644,-0.00028869184,0.0028932916,-0.011572922,0.0
55430348,-0.0010073934,0.0031030574,-0.011919431,0.0
55630000,-0.00026022395,0.0026625735,-0.01222266,0.0
55828430,0.0012167152,0.0022242395,-0.012474069,0.0
56028109,0.0008705887,0.0023204864,-0.012689589,0.0
56227789,-6.0902457e-05,0.0026207713,-0.012996068,0.0
56427466,-6.615657e-05,0.0024707264,-0.013327734,0.0
56630893,0.00036329307,0.0027319458,-0.013626332,0.0
56830627,0.0013249525,0.0009403959,-0.013842077,0.0
57030260,0.0013474658,-0.000120078985,-0.01395013,0.0
57228693,-0.00045502876,0.0011476673,-0.013967728,0.0
57428366,-0.0009278325,0.0021873086,-0.014003889,0.0
57628051,0.0016530374,0.0036756196,-0.013907565,0.0
57827730,-0.00017865522,0.0015608331,-0.013160675,0.0
58031155,-0.0013338606,0.00028331752,-0.009572477,0.0
58227101,-0.0010085719,0.00067718356,-0.0056784134,0.0
58428020,0.0021526327,0.000500877,-0.0017794985,0.0
58628950,0.00085562933,0.0014142041,0.0021828534,0.0
58828634,0.0002786455,0.0015842243,0.005696558,0.0
59028306,-4.728192e-06,0.001464791,0.006473828,0.0
59227987,-1.9558262e-05,0.0016695563,0.0054922723,0.0
59431419,0.00015611913,0.0014834063,0.003598137,0.0
59629852,0.00049855706,0.0026213452,0.0014045669,0.0
59830787,0.0005561002,0.0027552962,-0.0015187544,0.0
60029214,0.0002625862,0.0033313201,-0.0045079766,0.0
60228907,0.00027450564,0.0028733367,-0.007942622,0.0
60428581,0.0006177835,0.0032442736,-0.011917816,0.0
60627008,0.00046885482,0.0032792701,-0.015321499,0.0
60830437,0.0006250708,0.003206958,-0.017393887,0.0
61027630,0.001269605,0.0029533051,-0.018769,0.0
61229797,-5.130912e-05,0.0027977582,-0.01906627,0.0
61429541,-0.00015714177,0.0027499932,-0.016400227,0.0
61629153,-0.00025120928,0.0029813354,-0.012140653,0.0
61827634,0.0003142951,0.0036551799,-0.008148,0.0
62027270,0.0020089748,0.0037505701,-0.0071357284,0.0
62230718,0.00051760074,0.0034615353,-0.008612239,0.0
62431631,-0.00059452525,0.0036308274,-0.010709662,0.0
62627621,0.0006736858,0.0032099953,-0.012878245,0.0
62828494,0.0012577726,0.00246137,-0.015260823,0.0
63031925,0.0007738586,0.0031018842,-0.017014235,0.0
63227857,-0.00055646116,0.0027820382,-0.017673925,0.0
63428799,0.00070038554,0.002883746,-0.017690198,0.0
63629724,-0.000145238,0.0033839853,-0.016723786,0.0
63830653,-0.0011673669,0.0027645805,-0.01545237,0.0
64031584,0.0004561682,0.0025596467,-0.015075677,0.0
64228776,0.001428746,0.0023778018,-0.015028124,0.0
64428450,-0.0001468529,0.002392613,-0.0148763545,0.0
64628133,0.00048756815,0.0018971164,-0.014793545,0.0
64827808,0.0008237556,0.0030608948,-0.014827367,0.0
65027498,0.0020960364,0.0021078093,-0.015200785,0.0
65227243,0.0035931894,0.0003644704,-0.0149419205,0.0
65429359,0.0016088908,0.00046865447,-0.014293704,0.0
65629042,-0.0003404818,0.0033108972,-0.013331644,0.0
65828717,-0.0009765911,0.0036047874,-0.010425125,0.0
66028415,-0.00047541677,0.0020755602,-0.0072357217,0.0
66231839,-5.5989054e-05,0.0017158089,-0.004625313,0.0
66430291,0.0002848078,0.0027714197,-0.0029286062,0.0
66629946,-6.5393855e-05,0.002901802,-0.0021033469,0.0
66829635,-0.0005964928,0.0027694774,-0.0011277263,0.0
67029315,-0.0010405935,0.0030147224,3.0119356e-05,0.0
67228999,-0.0010984334,0.003442438,0.0017084798,0.0
67427434,-0.0007160346,0.0030733997,0.0027905763,0.0
67627129,-0.0006509478,0.0028971033,0.0031213418,0.0
67833044,0.00034733603,0.0027353081,0.0030003071,0.0
68030231,-0.00042080868,0.0032870448,0.0030457468,0.0
68232412,-0.0019163236,0.0031665654,0.00302283,0.0
68430856,-0.0023076267,0.0036935396,0.0027572033,0.0
