timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
22227118,22226924,0.988696,-0.0015060857,0.0057221497,-0.14981814,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
22727112,22726938,0.98885506,-0.0017720967,0.005553101,-0.14876723,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
23227315,23227177,0.9890079,0.00042247894,0.011538277,-0.14741173,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
23727847,23727374,0.99004006,-0.0061075534,-0.015381337,-0.13981009,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
24227753,24227610,0.9920175,-5.3760978e-05,0.012879568,-0.12544139,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
24727986,24727848,0.99065924,-0.0011794863,0.007502915,-0.13614935,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
25228345,25228204,0.9905882,-0.0043622865,0.0008681975,-0.13680448,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
25729554,25728641,0.9972982,-0.0025957935,0.0028243272,-0.07335937,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
26228703,26228568,0.9993502,-0.0029502495,-0.000317312,0.035924133,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
26724630,26724495,0.98844695,-0.00023706163,-0.013158748,0.15099472,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
27229232,27229102,0.97332925,-0.00012935865,-0.0022491438,0.22940184,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
27724911,27724782,0.95928407,0.003615069,-0.009691059,0.28225374,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
28225155,28225023,0.9404763,0.011826795,-0.011101749,0.33947188,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
28725440,28725311,0.917208,0.009227412,-0.017390322,0.39792186,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
29225639,29225505,0.88890344,0.014438389,-0.004251951,0.45784733,0.99999666,-2.9095423e-10,7.884873e-11,0.002614959,2
29725996,29725816,0.8559352,0.006713867,-0.0018679278,0.5170362,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
30231017,30230495,0.814462,0.008417643,-0.0067377593,0.5801168,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
30727790,30726232,0.7756117,0.014210555,0.00042879966,0.6310503,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
31226641,31226518,0.74506164,0.011632125,-0.006074904,0.66686666,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
31726843,31726715,0.71935946,0.009640202,-0.00229992,0.6945674,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
32227089,32226958,0.6915915,0.01766974,-0.0060028587,0.72204787,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
32729722,32727196,0.6622744,0.013450707,-0.0040319758,0.7491299,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
33227714,33227572,0.64261943,0.0141756665,0.0027368593,0.76604956,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
33733114,33732196,0.6310797,0.012291539,-0.0004433896,0.7756206,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
34228130,34227939,0.6134826,0.009993611,0.00039571655,0.789645,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
34724297,34723873,0.5977883,0.01710168,-0.003357123,0.8014646,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
35228915,35228420,0.5854413,0.0123927295,-0.009433146,0.8105652,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
35728796,35728663,0.55199176,-0.0004966714,-0.011027623,0.83377653,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
36229138,36228952,0.53187656,0.0021863207,-0.025470035,0.8464359,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
36729522,36729345,0.5373013,0.0024413946,-0.0031953463,0.8433808,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
37229555,37229397,0.56067383,0.01143356,-0.0131213665,0.82785386,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
37729892,37729651,0.57063305,0.016982852,-0.0022510092,0.8210265,0.9999891,7.553987e-10,4.7681215e-10,-0.004671073,3
