timestamp,load,ram_usage
22046283,0.5044042,0.53737146
22546531,0.6260438,0.5349593
23046279,0.52694404,0.52085495
23546311,0.49759603,0.52085495
24047206,0.49075598,0.52085495
24546377,0.49178964,0.52085495
25046283,0.49472296,0.52085495
25546502,0.501004,0.52085495
26046280,0.50834596,0.52085495
26546282,0.49119502,0.52085495
27046333,0.50294197,0.52085495
27546978,0.49806905,0.52085495
28046358,0.50267786,0.52085495
28546618,0.49872035,0.52085495
29046337,0.4884861,0.52085495
29546301,0.49782598,0.52085495
30046409,0.56473136,0.52085495
30548615,0.6070951,0.52085495
31046637,0.6158316,0.52085495
31546360,0.60849845,0.52085495
32046282,0.6160728,0.52085495
32546305,0.6075429,0.52085495
33046332,0.6153623,0.52085495
33546667,0.56688344,0.52085495
34046401,0.5553839,0.52085495
34546331,0.5568714,0.52085495
35046281,0.5619,0.52085495
35546356,0.5374326,0.52085495
36046381,0.5026414,0.52085495
36546792,0.51202977,0.52085495
37046483,0.50458103,0.52085495
37546335,0.4960056,0.52085495
38046357,0.4944818,0.52085495
38546476,0.4918998,0.52085495
39046333,0.604658,0.52085495
39549322,0.61312425,0.52085495
40048660,0.6143048,0.52085495
40546333,0.61090636,0.52085495
41046280,0.62448,0.52085495
41546345,0.61991394,0.52085495
42046332,0.60881156,0.52085495
42546555,0.62044275,0.52085495
43046280,0.60506475,0.52085495
43546360,0.619838,0.52085495
44046498,0.6144253,0.52085495
44546343,0.6046049,0.52085495
45046331,0.61415803,0.52085495
45549289,0.6232617,0.52085495
46046309,0.60638076,0.52085495
46547429,0.60967386,0.52085495
47046408,0.621284,0.52085495
47547742,0.6151707,0.52085495
48046628,0.6132302,0.52085495
48546280,0.61874545,0.52085495
49546332,0.7898871,0.52085495
50046308,0.6148012,0.52085495
50546279,0.60887,0.52085495
51046334,0.60987675,0.52085495
51546310,0.62246066,0.52085495
52048660,0.613304,0.52085495
52546422,0.6103114,0.52085495
53046278,0.61538875,0.52085495
53546280,0.516279,0.52085495
54046505,0.508657,0.52085495
54546281,0.493836,0.52085495
55046778,0.50226974,0.52085495
55546631,0.50116915,0.52085495
56046282,0.49525994,0.52085495
56546282,0.48934495,0.52085495
57046359,0.499694,0.52085495
57546643,0.50135803,0.52085495
58047672,0.4998762,0.52085495
58546330,0.5282295,0.52085495
59046279,0.61633646,0.52085495
59546383,0.6016685,0.52085495
60046354,0.6185725,0.52085495
60546310,0.61639184,0.52085495
61046845,0.6208732,0.52085495
61546336,0.6171814,0.52085495
62046281,0.605758,0.52085495
62546868,0.6186757,0.52085495
63046331,0.60855806,0.52085495
63546337,0.6129668,0.52085495
64048078,0.60774827,0.52085495
64548675,0.6216343,0.52085495
65046463,0.6138061,0.52085495
65547256,0.62273085,0.52085495
66046776,0.59921163,0.52085495
66551230,0.612947,0.52085495
67046475,0.61304873,0.52085495
67549193,0.60671175,0.52085495
68046312,0.61236805,0.52085495
68546279,0.6076697,0.52085495
69046331,0.619188,0.52085495
69546281,0.61738276,0.52085495
70046331,0.6137712,0.52085495
70547421,0.61650807,0.52085495
71048305,0.61507607,0.52085495
71546297,0.6202715,0.52085495
72046636,0.6136789,0.52085495
72546332,0.62342155,0.52085495
73046281,0.6074172,0.52085495
73546361,0.611552,0.52085495
74046588,0.540624,0.52085495
74546292,0.49179316,0.52085495
75046330,0.49448687,0.52085495
75546427,0.49989903,0.52085495
76046405,0.49520862,0.52085495
76546331,0.502241,0.52085495
77046927,0.50555515,0.52085495
77546322,0.49091154,0.52085495
78046357,0.5045332,0.52085495
78546370,0.49811703,0.52085495
79046280,0.49749285,0.52085495
79546358,0.623494,0.52085495
80047204,0.49600315,0.52085495
80546284,0.49866956,0.52085495
81046333,0.49610698,0.52085495
81546284,0.492485,0.52085495
82046282,0.505164,0.52085495
82546388,0.50388896,0.52085495
83046280,0.49743998,0.52085495
83546492,0.49990207,0.52085495
84047087,0.49675864,0.52085495
84546285,0.50111175,0.52085495
85046309,0.51319826,0.52085495
85546540,0.4987809,0.52085495
86046280,0.496877,0.52085495
86547129,0.50649446,0.52085495
88546330,0.5508622,0.52085495
89046284,0.501928,0.52085495
89546281,0.4842199,0.52085495
90046386,0.503681,0.52085495
90546344,0.4875446,0.52085495
91046279,0.5004641,0.52085495
91546450,0.50230426,0.52085495
92046691,0.4989925,0.52085495
92546615,0.59441245,0.52085495
