timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
23221503,23221260,3932170,-0.05235775,0.035473306,-0.016138757,33.078335,0,10
29220361,29220122,3932170,0.040213734,-0.0075101145,0.2414422,33.71481,0,10
30222468,30222226,3932170,0.08383632,-0.056459017,0.32336104,33.61689,0,10
32220469,32220215,3932170,-0.073716305,-0.017949706,0.13725933,33.71481,0,10
33221299,33221062,3932170,0.021198763,-0.02066613,0.1587244,33.61689,0,10
35220542,35220294,3932170,-0.03190467,0.007616641,0.08010789,33.86169,0,10
36220204,36219955,3932170,-0.00031957935,0.007936221,0.025193503,33.86169,0,10
38220684,38220433,3932170,-0.1730522,-0.024714136,-0.12154667,33.71481,0,10
39220271,39220023,3932170,0.029507827,0.00021305289,-0.33774212,33.86169,0,10
41222010,41221769,3932170,0.11350393,0.033289514,-0.42136538,34.008568,0,10
42219145,42218902,3932170,0.022690134,0.112119086,-0.42541337,34.155445,0,10
43220018,43219777,3932170,0.066046394,-0.078403465,-0.48884985,34.400246,0,10
45223029,45222783,3932170,0.006924219,-0.02428803,-0.40634513,34.253365,0,10
46220165,46219920,3932170,0.07856325,0.15142736,-0.4647749,34.547123,0,10
48220684,48220438,3932170,-0.024820663,0.036218993,-0.3519101,34.449203,0,10
50219958,50219716,3932170,0.10487529,-0.0773382,-0.31435955,34.400246,0,10
51219606,51219357,3932170,-0.0076699043,0.05006743,-0.1551025,34.596085,0,10
52219260,52219001,3932170,0.056618806,0.069934614,0.0075633777,34.74296,0,10
54221024,54220784,3932170,-0.20122847,0.07504789,-0.008735169,34.9388,0,10
55221927,55221679,3932170,0.0980576,-0.0035153728,0.022210764,34.9388,0,10
57219974,57219726,3932170,-0.09571401,-0.043196473,0.052464273,34.88984,0,10
58220868,58220625,3932170,-0.09358348,-0.048309747,0.2202967,35.08568,0,10
60220227,60219987,3932170,-0.05273059,0.035526574,0.23718114,35.13464,0,10
61221080,61220832,3932170,0.09102685,-0.00074568513,-0.046871636,35.08568,0,10
63219153,63218899,3932170,0.09677927,0.048363008,0.2227468,35.23256,0,10
64220053,64219805,3932170,0.082131885,0.09113338,0.26264095,35.23256,0,10
65218463,65218216,3932170,0.13811155,-0.06540724,0.29007152,35.281517,0,10
66224362,66224118,3932170,0.05613944,-0.09209212,0.62509716,35.526318,0,10
67220285,67220037,3932170,-0.0009054748,0.09150622,0.70728236,35.477356,0,10
68223696,68223445,3932170,0.025033714,0.09464875,0.7897338,35.4284,0,10
70219326,70219075,3932170,0.26642266,0.03488741,0.3144661,35.477356,0,10
71220197,71219952,3932170,0.13475595,-0.026365295,0.32384038,35.13464,0,10
72221121,72220874,3932170,0.21837921,-0.04463458,-0.038296256,35.4284,0,10
73219544,73219290,3932170,-0.08570053,0.037550572,0.0063915867,35.526318,0,10
75221372,75221128,3932170,0.118084565,-0.0777643,-0.09374327,35.673195,0,10
76219794,76219554,3932170,-0.17262611,0.2052232,0.0072437986,35.771114,0,10
78221656,78221405,3932170,-0.007456851,-0.12154667,0.04362258,35.771114,0,10
82221668,82221412,3932170,-0.078989364,-0.059708074,-0.057311226,36.01591,0,10
83222544,83222298,3932170,-0.16676715,0.032756884,-0.040426787,36.01591,0,10
85220668,85220420,3932170,0.18226676,0.059015654,-0.05832323,36.01591,0,10
86219095,86218855,3932170,0.08032094,0.019014971,-0.047670584,36.162792,0,10
88220980,88220727,3932170,0.12575448,-0.039947417,-0.08703211,35.966953,0,10
92220988,92220741,3932170,0.08703211,-0.0055926386,-0.26583675,36.40759,0,10
93219422,93219181,3932170,-0.082398206,-0.02066613,-0.34024546,36.35863,0,10
94222866,94222620,3932170,-0.105035074,0.055233963,-0.31814122,36.554466,0,10
96219772,96219522,3932170,0.12580773,0.05374259,0.12447615,36.554466,0,10
98219173,98218912,3932170,-0.13811155,-0.17795242,-0.20820594,36.554466,0,10
99220104,99219859,3932170,0.10519487,-0.055340488,0.10641992,36.603428,0,10
101219511,101219261,3932170,-0.11254519,-0.03712447,-0.012942964,36.554466,0,10
102220506,102220259,3932170,0.1520665,-0.017523602,-0.04191816,36.701347,0,10
104222385,104222144,3932170,-0.07195862,0.027696876,-0.024767399,36.750305,0,10
105219563,105219325,3932170,-0.09299759,0.06636597,-0.0012783174,36.701347,0,10
107221490,107221235,3932170,-0.08042747,0.10636666,-0.006231797,36.848225,0,10
108218705,108218448,3932170,0.20133498,-0.050387006,0.040373523,37.093025,0,10
