timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
22229517,22229146,3932170,3932170,-8.813313e-05,2.0020194e-05,-1.6933357e-06,0.0014576726,4.7943082e-05,-0.047890417,4963,4963,0,2
22728757,22728370,3932170,3932170,-4.3388336e-05,1.062671e-06,1.4497091e-06,0.0044402382,-0.0027710951,-0.049780175,5042,5042,0,2
23227873,23227494,3932170,3932170,0.00017208864,0.00040021932,2.98686e-05,0.00014716755,-0.0018392832,-0.05165569,4991,4991,0,2
23727000,23726669,3932170,3932170,0.0005121667,-0.0013206417,0.00022919585,-0.0007173613,0.0037579385,-0.05092028,4990,4990,0,2
24725357,24725021,3932170,3932170,-0.00015569532,7.9206526e-05,-0.0003558151,-0.0006670158,0.004077238,-0.05594712,4991,4991,0,2
25728757,25728370,3932170,3932170,1.2352131e-05,6.834495e-05,0.0017167472,-0.000698975,-0.00014031718,-0.046723235,4994,4994,0,2
26727065,26726727,3932170,3932170,2.1627462e-05,0.00045289972,0.0019022059,-0.00073390716,-0.0007833386,-0.049169146,4997,4997,0,2
27725441,27725109,3932170,3932170,9.5891235e-05,9.045262e-05,0.0009790723,-0.0009844203,0.00030683438,-0.0497838,5022,5022,0,2
28728761,28728430,3932170,3932170,-0.00015051938,0.00016844626,0.0011838322,-0.0006219119,-0.00038166784,-0.051775813,4992,4992,0,2
29227993,29227656,3932170,3932170,0.00030424044,2.5192545e-05,0.0012361873,-0.0008208742,0.00038106862,-0.0520848,5038,5038,0,2
29727129,29726791,3932170,3932170,-0.0003730705,0.0003422643,0.0014308356,-0.00083440595,-1.6795724e-05,-0.048157413,4993,4993,0,2
30231304,30230965,3932170,3932170,3.8722897e-05,-0.00034282779,0.0013650013,-0.000974237,-0.00048197297,-0.04952124,4995,4995,0,2
30725486,30725151,3932170,3932170,0.00012077085,0.00020959297,0.0010717091,-0.0011660977,-0.00032513126,-0.04890024,4992,4992,0,2
31728894,31728514,3932170,3932170,1.3104275e-05,0.0001936343,0.0006801987,-0.0008881338,-0.00011842969,-0.04857405,5000,5000,0,2
32228029,32227689,3932170,3932170,-9.3202165e-05,-9.186134e-06,0.00074357254,-0.0019128632,0.00061160856,-0.052083462,4990,4990,0,2
32727288,32726871,3932170,3932170,9.222043e-05,0.0001500708,0.00066749874,-0.0015493815,-0.00025263318,-0.047247946,4992,4992,0,2
33226391,33226053,3932170,3932170,8.33728e-05,-1.5065754e-05,0.0006048631,-0.0010944081,0.00060149,-0.047570705,4991,4991,0,2
