timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
29427806,0.0107299965,-0.024814634,1.0000312,0.2888397,0.877463,0.01065612,-0.008315936,0.47945386,0.0,0.0,-0.091121495,0,0,0,0,0
29477730,0.009904749,-0.025641859,1.014457,0.2888397,0.87398076,0.010556072,-0.008800815,0.48576614,0.0,0.0,-0.091121495,0,0,0,0,0
29527712,0.0033017297,-0.028123736,1.028974,0.2888397,0.87044656,0.008356454,-0.011428782,0.49205923,0.0,0.0,-0.091121495,0,0,0,0,0
29577626,0.0,-0.024815109,1.0434383,0.2888397,0.866897,0.0061834105,-0.010756623,0.49833298,0.0,0.0,-0.091121495,0,0,0,0,0
29627496,0.0,-0.015716232,1.0578426,0.2888397,0.86332524,0.003965183,-0.0067842496,0.5045868,0.0,0.0,-0.091121495,0,0,0,0,0
29677423,0.0,-0.0074445326,1.0721025,0.28269416,0.8597262,0.001901125,-0.0032001445,0.5107416,0.0,0.0,-0.091121495,0,0,0,0,0
29727375,0.0,-0.0041358513,1.086212,0.28269416,0.85610574,0.0010686981,-0.0017703656,0.5167964,0.0,0.0,-0.091121495,0,0,0,0,0
29777234,0.0,-0.0107532125,1.100326,0.28269416,0.852427,0.0028110167,-0.0045832084,0.52281857,0.0,0.0,-0.091121495,0,0,0,0,0
29827108,0.0,-0.016543405,1.1145784,0.2888397,0.8486629,0.0043747504,-0.0070200474,0.5288694,0.0,0.0,-0.091845796,0,0,0,0,0
29877050,0.0,-0.020679254,1.1290029,0.2888397,0.84481025,0.005531547,-0.0087353345,0.5349661,0.0,0.0,-0.09257009,0,0,0,0,0
29926964,0.0,-0.028950956,1.1338987,0.2888397,0.8434549,0.007773946,-0.012210266,0.53700495,0.0,0.0,-0.09257009,0,0,0,0,0
29976912,0.0,-0.032259643,1.1480503,0.28269416,0.83961284,0.008758379,-0.01354398,0.5429458,0.0,0.0,-0.09836449,0,0,0,0,0
30026814,0.0,-0.037222657,1.1619726,0.27040312,0.835777,0.010214213,-0.015556716,0.5487536,0.0,0.0,-0.09836449,0,0,0,0,0
30081702,0.0,-0.038877003,1.1763238,0.25811207,0.83180475,0.010784437,-0.016171075,0.55472785,0.0,0.0,-0.09836449,0,0,0,0,0
30126673,0.0,-0.04053134,1.1878078,0.25196654,0.8285922,0.011339908,-0.016794275,0.5594858,0.0,0.0,-0.09836449,0,0,0,0,0
30176636,0.0,-0.03970417,1.2003982,0.25196654,0.82506055,0.011211855,-0.016381323,0.5646955,0.0,0.0,-0.09836449,0,0,0,0,0
30231459,0.0,-0.03556832,1.214211,0.25196654,0.8211729,0.010145197,-0.01460541,0.5704023,0.0,0.0,-0.09836449,0,0,0,0,0
30276421,0.0024765478,-0.033086773,1.2251918,0.23967548,0.8180337,0.01052486,-0.012822576,0.5749309,0.0,0.0,-0.09474299,0,0,0,0,0
30326342,0.0066041276,-0.033086564,1.2369661,0.23352996,0.8146113,0.012281316,-0.011563828,0.5797619,0.0,0.0,-0.0932944,0,0,0,0,0
