timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
22227473,22226924,0.0,0.0,0.0,-0.014210668,0.012392997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011838913,0.0,0.0,nan,0.0,0.0,0.0049370825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22727622,22726938,0.0,0.0,0.0,-0.03559955,0.013971265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11119175,0.0,0.0,nan,0.0,0.0,-0.016185611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23223465,23222777,0.0,0.0,0.0,-0.061005495,0.016699191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035247803,0.0,0.0,nan,0.0,0.0,-0.04616043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23728380,23727374,0.0,0.0,0.0,-0.13771525,0.035429522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19394016,0.0,0.0,nan,0.0,0.0,-0.05641955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24227981,24227610,0.0,0.0,0.0,-0.3189363,0.038017787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12493038,0.0,0.0,nan,0.0,0.0,-0.066882536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24723883,24723359,0.0,0.0,0.0,-0.48098952,0.017360663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006960869,0.0,0.0,nan,0.0,0.0,-0.10587193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25730000,25728641,0.0,0.0,0.0,-1.0509601,-0.07255417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08390236,0.0,0.0,nan,0.0,0.0,-0.06056896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26724895,26724495,0.0,0.0,0.0,-1.6683214,-0.17531532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042146683,0.0,0.0,nan,0.0,0.0,-0.10361609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27721221,27720361,0.0,0.0,0.0,-1.9340053,-0.22886063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18136501,0.0,0.0,nan,0.0,0.0,-0.0780707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28721542,28720758,0.0,0.0,0.0,-1.7854699,-0.14361992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09261894,0.0,0.0,nan,0.0,0.0,-0.058597088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29217010,29216635,0.0,0.0,0.0,-1.6409521,-0.03744975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29594898,0.0,0.0,nan,0.0,0.0,-0.070598364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29728569,29725816,0.0,0.0,0.0,-1.4001231,0.1466685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24021721,0.0,0.0,nan,0.0,0.0,-0.01662445,0.0054557323,-0.003215015,-0.0072033852,0.0,0.0,0.0,0.0,0.0
30230909,30226235,0.0,0.0,0.0,-1.274747,0.26398444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09285641,0.0,0.0,nan,0.0,0.0,-0.01662445,0.001465559,0.007987261,0.010903373,0.0,0.0,0.0,0.0,0.0
