timestamp,nav_state_timestamp,failsafe_timestamp,armed_time,takeoff_time,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
78212479,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
78719938,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
79735670,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80748514,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
81255486,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
81762490,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
82269482,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
82776477,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
83285483,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
83793480,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
84300668,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
84808482,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
85315686,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
85822804,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
86330631,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
86838479,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
88364002,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
88874017,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
89381508,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
89891805,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
90402756,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
90912651,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
91421484,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
91929483,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
92432378,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
92939024,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
93451465,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
93952643,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
94455689,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
94958747,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
95466517,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
95974162,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
96475514,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
96978486,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
97494919,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
98003700,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
98512891,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
99019478,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
99528629,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100038568,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100547504,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
101054482,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
101562512,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
102070157,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
102577022,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
103083573,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
103592481,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
104100617,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
104609530,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
105116626,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
105623476,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
106133479,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
106640613,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
107150639,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
107659466,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
108166482,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
108675596,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
109184546,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
109692520,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
110201485,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
110701515,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
111209885,1081547,0,21981253,22969645,304152620,304152588,304152591,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
