timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
21995347,0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0
22296654,0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0
22403708,0,0.0,-0.0,0.95539904,0.0,0.0,0.0,0.0,0.0
22426789,0,0.0,-0.0,0.8333333,0.0,0.0,0.0,0.0,0.0
22510392,0,0.0,-0.0,0.17840375,0.0,0.0,0.0,0.0,0.0
22621872,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
22710020,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
22818045,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
22926382,0,0.0,-0.0,0.0,0.030373832,0.0,0.0,0.0,0.0
23015112,0,0.0,-0.0,0.0,0.08411215,0.0,0.0,0.0,0.0
23056112,0,0.0,-0.0,0.0,0.098130845,0.0,0.0,0.0,0.0
23253499,0,0.0,-0.0,0.0,0.099299066,0.0,0.0,0.0,0.0
23320788,0,0.0,-0.0,0.0,0.11799066,0.0,0.0,0.0,0.0
23428807,0,0.0,-0.0,0.0,0.12266355,0.0,0.0,0.0,0.0
23511995,0,0.0,-0.0,0.0,0.12266355,0.0,0.0,0.0,0.0
23621566,0,0.0,-0.0,0.0,0.12266355,0.0,0.0,0.0,0.0
23710044,0,0.0,-0.0,0.0,0.12383178,0.0,0.0,0.0,0.0
23774166,0,0.0,-0.0,0.0,0.12266355,0.0,0.0,0.0,0.0
23881026,0,0.0,-0.0,0.0,0.11565421,0.0,0.0,0.0,0.0
24009556,0,0.0,-0.0,0.0,0.096962616,0.0,0.0,0.0,0.0
24120670,0,0.0,-0.0,0.0,0.101635516,0.0,0.0,0.0,0.0
24207288,0,0.0,-0.0,0.0,0.11331776,0.0,0.0,0.0,0.0
24250438,0,0.0,-0.0,0.0,0.11331776,0.0,0.0,0.0,0.0
24422806,0,0.0,-0.0,0.0,0.14135514,0.0,0.0,0.0,0.0
24528678,0,0.0,-0.0,0.0,0.1495327,0.0,0.0,0.0,0.0
24594935,0,0.0,-0.0,0.0,0.1542056,0.0,0.0,0.0,0.0
24728309,0,0.0,-0.0,0.0,0.15654206,0.0,0.0,0.0,0.0
24791543,0,0.0,-0.0,0.0,0.15654206,0.0,0.0,0.0,0.0
24919782,0,0.0,-0.0,0.02112676,0.14719626,0.0,0.0,0.0,0.0
25029049,0,0.0,-0.0,0.07746479,0.1343458,0.0,0.0,0.0,0.0
25117269,0,0.0,-0.0,0.09389672,0.1343458,0.0,0.0,0.0,0.0
25226507,0,0.0,-0.0,0.09154929,0.12850468,0.0,0.0,0.0,0.0
25312371,0,0.0,-0.0,0.09859155,0.11682243,0.0,0.0,0.0,0.0
25400968,0,0.0,-0.0,0.10798122,0.11448598,0.0,0.0,0.0,0.0
25486715,0,0.0,-0.0,0.10798122,0.11799066,0.0,0.0,0.0,0.0
25616878,0,0.0,-0.0,0.11971831,0.11799066,0.0,0.0,0.0,0.0
25722926,0,0.0,0.016587678,0.12676056,0.1203271,0.0,0.0,0.0,0.0
25811542,0,0.0,0.0047393367,0.12676056,0.12850468,0.0,0.0,0.0,0.0
25921317,0,0.023640662,0.0047393367,0.12676056,0.13084112,0.0,0.0,0.0,0.0
26009979,0,0.0070921984,0.016587678,0.13849765,0.13084112,0.0,0.0,0.0,0.0
26116182,0,0.0,0.08293839,0.15023474,0.13084112,0.0,0.0,0.0,0.0
26225015,0,0.0,0.11137441,0.14084508,0.13901868,0.0,0.0,0.0,0.0
26313441,0,0.0,0.13033175,0.14084508,0.14018692,0.0,0.0,0.0,0.0
26421719,0,0.0,0.11374407,0.13380282,0.14018692,0.0,0.0,0.0,0.0
26509932,0,0.0,0.11137441,0.12676056,0.14018692,0.0,0.0,0.0,0.0
26618886,0,0.0,0.049763035,0.12676056,0.14836448,0.0,0.0,0.0,0.0
26726800,0,0.0,0.014218009,0.12441315,0.14836448,0.0,0.0,0.0,0.0
26811290,0,0.028368793,-0.0,0.11971831,0.125,0.0,0.0,0.0,0.0
26917780,0,0.0,0.021327015,0.11971831,0.13317756,0.0,0.0,0.0,0.0
27005855,0,0.0,0.056872036,0.11032864,0.1296729,0.0,0.0,0.0,0.0
27117748,0,0.0,0.08293839,0.10798122,0.1296729,0.0,0.0,0.0,0.0
27220456,0,0.0,0.0900474,0.10798122,0.1296729,0.0,0.0,0.0,0.0
27305360,0,0.0,0.087677725,0.1056338,0.1296729,0.0,0.0,0.0,0.0
27417223,0,0.0,0.09478673,0.1056338,0.1296729,0.0,0.0,0.0,0.0
27524890,0,0.0,0.09952607,0.10798122,0.1343458,0.0,0.0,0.0,0.0
27610032,0,0.0,0.0900474,0.10798122,0.1343458,0.0,0.0,0.0,0.0
27721872,0,0.021276595,0.09241706,0.10798122,0.1343458,0.0,0.0,0.0,0.0
27808221,0,0.028368793,0.0971564,0.10798122,0.1343458,0.0,0.0,0.0,0.0
27919385,0,0.040189125,0.10663507,0.10798122,0.13668224,0.0,0.0,0.0,0.0
28029069,0,0.04255319,0.12559241,0.09859155,0.13551402,0.0,0.0,0.0,0.0
28117789,0,0.04491726,0.13270143,0.096244134,0.12383178,0.0,0.0,0.0,0.0
28222224,0,0.040189125,0.13744076,0.09859155,0.12383178,0.0,0.0,0.0,0.0
28330804,0,0.028368793,0.16587678,0.09859155,0.13084112,0.0,0.0,0.0,0.0
28413461,0,0.0023640662,0.16587678,0.103286386,0.13785046,0.0,0.0,0.0,0.0
28502640,0,0.0,0.13981043,0.103286386,0.1448598,0.0,0.0,0.0,0.0
28611706,0,0.0,0.1421801,0.103286386,0.1448598,0.0,0.0,0.0,0.0
28722012,0,0.0,0.13744076,0.103286386,0.15771028,0.0,0.0,0.0,0.0
28829860,0,0.0,0.09478673,0.103286386,0.15771028,0.0,0.0,0.0,0.0
28915472,0,0.04964539,0.101895735,0.103286386,0.15771028,0.0,0.0,0.0,0.0
29021302,0,0.04964539,0.09241706,0.1056338,0.1495327,0.0,0.0,0.0,0.0
29109443,0,0.06146572,0.09478673,0.1056338,0.1495327,0.0,0.0,0.0,0.0
29217483,0,0.06146572,0.07582939,0.1056338,0.1495327,0.0,0.0,0.0,0.0
29328835,0,0.03782506,0.07582939,0.10798122,0.1495327,0.0,0.0,0.0,0.0
29415600,0,0.03073286,0.07109005,0.11032864,0.13084112,0.0,0.0,0.0,0.0
29524974,0,0.009456265,0.08056872,0.11032864,0.13084112,0.0,0.0,0.0,0.0
29611748,0,0.0,0.0450237,0.11032864,0.13084112,0.0,0.0,0.0,0.0
29698448,0,0.0,0.011848342,0.10798122,0.13084112,0.0,0.0,0.0,0.0
29806186,0,0.0,0.047393367,0.11032864,0.13200934,0.0,0.0,0.0,0.0
29912604,0,0.0,0.08293839,0.11032864,0.13317756,0.0,0.0,0.0,0.0
30023887,0,0.0,0.10663507,0.103286386,0.14252336,0.0,0.0,0.0,0.0
30111036,0,0.0,0.116113745,0.096244134,0.14252336,0.0,0.0,0.0,0.0
30219520,0,0.0,0.101895735,0.096244134,0.14252336,0.0,0.0,0.0,0.0
30328659,0,0.021276595,0.09478673,0.08685446,0.13317756,0.0,0.0,0.0,0.0
30393022,0,0.03073286,0.087677725,0.089201875,0.13317756,0.0,0.0,0.0,0.0
30521528,0,0.047281325,0.09241706,0.08685446,0.13317756,0.0,0.0,0.0,0.0
30628769,0,0.040189125,0.08056872,0.07981221,0.125,0.0,0.0,0.0,0.0
30714850,0,0.021276595,0.08293839,0.07746479,0.125,0.0,0.0,0.0,0.0
30804823,0,0.0,0.09241706,0.07746479,0.125,0.0,0.0,0.0,0.0
30871936,0,0.0,0.09241706,0.07511737,0.125,0.0,0.0,0.0,0.0
31026719,0,0.0,0.116113745,0.07746479,0.125,0.0,0.0,0.0,0.0
31067176,0,0.0,0.12559241,0.07746479,0.125,0.0,0.0,0.0,0.0
31217184,0,0.0,0.12559241,0.06807512,0.125,0.0,0.0,0.0,0.0
31328705,0,0.0,0.116113745,0.065727696,0.125,0.0,0.0,0.0,0.0
31391978,0,0.0,0.11137441,0.06338028,0.1296729,0.0,0.0,0.0,0.0
31518421,0,0.0,0.09952607,0.06338028,0.1296729,0.0,0.0,0.0,0.0
31625946,0,0.0,0.09952607,0.06338028,0.13317756,0.0,0.0,0.0,0.0
31708052,0,0.0,0.0971564,0.06338028,0.14018692,0.0,0.0,0.0,0.0
31820053,0,0.0,0.09478673,0.061032865,0.1448598,0.0,0.0,0.0,0.0
31908132,0,0.009456265,0.109004736,0.061032865,0.1448598,0.0,0.0,0.0,0.0
32012892,0,0.0070921984,0.123222746,0.061032865,0.1542056,0.0,0.0,0.0,0.0
32121152,0,0.0,0.11137441,0.061032865,0.15537383,0.0,0.0,0.0,0.0
32215670,0,0.0,0.10663507,0.061032865,0.15537383,0.0,0.0,0.0,0.0
32312098,0,0.0,0.11137441,0.061032865,0.15537383,0.0,0.0,0.0,0.0
32419406,0,0.0,0.11137441,0.058685444,0.1495327,0.0,0.0,0.0,0.0
32528554,0,0.0,0.09241706,0.056338027,0.1448598,0.0,0.0,0.0,0.0
32614326,0,0.0,0.09241706,0.049295776,0.1296729,0.0,0.0,0.0,0.0
32725102,0,0.016548464,0.09241706,0.051643193,0.12616822,0.0,0.0,0.0,0.0
32816295,0,0.023640662,0.08293839,0.05399061,0.12616822,0.0,0.0,0.0,0.0
32921665,0,0.014184397,0.08530806,0.05399061,0.12616822,0.0,0.0,0.0,0.0
33005939,0,0.011820331,0.09478673,0.05399061,0.12733644,0.0,0.0,0.0,0.0
33119062,0,0.03782506,0.087677725,0.051643193,0.12733644,0.0,0.0,0.0,0.0
33206016,0,0.009456265,0.09241706,0.049295776,0.1343458,0.0,0.0,0.0,0.0
