timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
98725178,98725079,4259850,4325386,-0.00012202821,0.00068520894,3.7489615e-05,0.00055604853,0.0005685027,-0.036767863,4507,4457,0,2
99225453,99225350,4259850,4325386,-0.00021811236,-0.00029971416,0.00018667532,-0.0003909972,-0.00031438054,-0.04363474,4508,4273,0,2
99730282,99730172,4259850,4325386,6.2024345e-05,8.4780295e-05,0.000104810104,-4.995184e-05,0.0010859228,-0.041370872,4554,4321,0,2
100726305,100726164,4259850,4325386,0.000799425,0.00033394195,-5.290421e-05,-0.0012961966,0.001242698,-0.037364684,4467,4062,0,2
101226529,101226429,4259850,4325386,-0.0005754908,-0.00032810084,2.891199e-05,-0.0009529192,0.001403993,-0.04330883,4410,4448,0,2
101726799,101726700,4259850,4325386,-0.0006823982,0.0004439685,6.0679354e-06,-0.001302257,0.0015227058,-0.044648677,4507,4534,0,2
102227612,102226972,4259850,4325386,0.00090693036,-8.948661e-05,1.2572283e-05,-0.002874926,0.0037961616,-0.056157697,4509,5592,0,2
102727392,102727287,4259850,4325386,-0.000119838434,-5.0257106e-05,4.0823572e-05,-0.0016658955,0.0009055485,-0.057432365,4552,5697,0,2
103727917,103727785,4259850,4325386,1.1356094e-05,8.934145e-05,-8.3661245e-05,-0.0005732092,0.0018557147,-0.04140435,4509,4270,0,2
104228162,104228056,4259850,4325386,4.7973896e-05,0.00016567505,-8.618778e-06,-0.0011411182,0.0006406272,-0.04267422,4420,4273,0,2
104728748,104728330,4259850,4325386,-1.9068297e-05,-0.00013178005,6.679606e-05,-0.0020004378,-0.0045704725,-0.05551869,4510,5698,0,2
105228755,105228644,4259850,4325386,-6.768702e-06,0.00014802262,-3.3519624e-05,0.0007060448,-0.0012950305,-0.05313739,4552,5697,0,2
105728973,105728871,4259850,4325386,0.00023576173,9.5551026e-05,-0.00012915808,-0.0016315856,-0.00023640216,-0.04212468,4463,4273,0,2
106729542,106729414,4259850,4325386,1.3557385e-05,-0.0003936218,0.00016711939,-0.00021182466,0.0013896947,-0.045254704,4503,4268,0,2
107229855,107229688,4259850,4325386,-2.7610611e-05,0.00016071954,-2.3826635e-05,-0.0011491582,0.0005131858,-0.042393282,4444,4272,0,2
107730109,107730005,4259850,4325386,0.00024745803,-0.00048017557,3.0799652e-05,-2.864227e-05,0.0018264726,-0.04137155,4549,4266,0,2
108225899,108225770,4259850,4325386,0.00042182463,5.0801602e-05,-4.3904874e-05,-0.0015612774,0.0020482657,-0.04140267,4555,4274,0,2
108726101,108725998,4259850,4325386,-5.9726633e-05,8.837398e-05,8.198669e-05,-0.00058717455,-0.0014097181,-0.043045122,4304,4275,0,2
109726717,109726602,4259850,4325386,0.00015215338,-0.00015312886,-8.4046806e-05,-0.0028332348,-0.00055373844,-0.05805308,4565,5701,0,2
110727469,110727357,4259850,4325386,-0.00063281716,0.00023845825,4.202988e-06,-0.0010540318,0.0013573807,-0.037351914,4772,4273,0,2
111727795,111727640,4259850,4325386,1.99271e-05,-0.0008169195,2.3194201e-05,0.01192459,0.0037548693,-0.046085063,4328,4398,0,2
112728343,112728188,4259850,4325386,3.3510303e-05,1.8790166e-05,-5.7179284e-05,0.00079586,0.0010616177,-0.053825494,4508,5696,0,2
113729830,113728986,4259850,4325386,1.214902e-05,1.673641e-06,2.4705585e-05,-0.00024999958,-0.00014388267,-0.041551217,4709,4276,0,2
