timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
24046652,-0.01929043,-0.08698371,-0.082105696,0.0,0.0,-0.070116825
24066610,-0.024384907,-0.10159103,-0.08412444,0.0,0.0,-0.070116825
24086630,-0.026761584,-0.108330965,-0.085892424,0.0,0.0,-0.07301402
24106559,-0.026995478,-0.10744918,-0.08764025,0.0,0.0,-0.07301402
24126514,-0.026545197,-0.10110918,-0.08920784,0.0,0.0,-0.07301402
24146474,-0.025870057,-0.09116062,-0.09075042,0.0,0.0,-0.07301402
24166499,-0.024790209,-0.08233749,-0.09193823,0.0,0.0,-0.07301402
24186460,-0.02448984,-0.07714743,-0.09282267,0.0,0.0,-0.07808411
24206421,-0.025315287,-0.07596913,-0.09349484,0.0,0.0,-0.08025701
24226425,-0.026503006,-0.07454688,-0.09390618,0.0,0.0,-0.08025701
24246355,-0.02635081,-0.06952876,-0.093956396,0.0,0.0,-0.08025701
24266267,-0.024400586,-0.06074963,-0.09368715,0.0,0.0,-0.08025701
24291255,-0.02184523,-0.046597406,-0.093317926,0.0,0.0,-0.08025701
24306252,-0.020906197,-0.03626121,-0.092929736,0.0,0.0,-0.08025701
24326182,-0.020171478,-0.02238133,-0.09231656,0.0,0.0,-0.08025701
24346144,-0.019703982,-0.012725374,-0.091247305,0.0,0.0,-0.0838785
24366144,-0.01922359,-0.0077526937,-0.089825235,0.0,0.0,-0.0875
24386084,-0.018485192,-0.005600159,-0.08812193,0.0,0.0,-0.0932944
24406065,-0.018081434,-0.0030051097,-0.08636251,0.0,0.0,-0.09836449
24431051,-0.015843937,0.0039194576,-0.083809875,0.0,0.0,-0.09764019
24445983,-0.013258692,0.01203519,-0.082165,0.0,0.0,-0.09764019
24465958,-0.009266734,0.022377156,-0.079886906,0.0,0.0,-0.09836449
24491001,-0.005579615,0.024536893,-0.076857954,0.0,0.0,-0.09836449
24505923,-0.006094071,0.018877752,-0.075151496,0.0,0.0,-0.09836449
24525855,-0.008476846,0.004893823,-0.07285463,0.0,0.0,-0.09908878
24545813,-0.011914644,-0.011439982,-0.07036288,0.0,0.0,-0.10271028
24570825,-0.017109595,-0.02732957,-0.06715565,0.0,0.0,-0.10488318
24585748,-0.021189768,-0.032823663,-0.06530032,0.0,0.0,-0.10488318
24605717,-0.02642892,-0.033551794,-0.062858775,0.0,0.0,-0.10560747
24630764,-0.030987846,-0.026292428,-0.059975415,0.0,0.0,-0.10560747
24645694,-0.033025023,-0.022357019,-0.05843015,0.0,0.0,-0.10560747
24665622,-0.03381958,-0.020233657,-0.056518905,0.0,0.0,-0.10633177
24685584,-0.032591283,-0.020629033,-0.05475893,0.0,0.0,-0.10705608
24710594,-0.028956387,-0.023514813,-0.05248264,0.0,0.0,-0.10705608
24725523,-0.026904369,-0.024810698,-0.051057905,0.0,0.0,-0.10705608
24745491,-0.024799429,-0.024016505,-0.049252503,0.0,0.0,-0.10705608
24770529,-0.02188051,-0.017533543,-0.046803594,0.0,0.0,-0.10705608
24785460,-0.019831419,-0.012583578,-0.045282885,0.0,0.0,-0.10705608
24805398,-0.018680317,-0.006602981,-0.04323082,0.0,0.0,-0.10705608
24830387,-0.01631663,-0.000610728,-0.04055806,0.0,0.0,-0.10705608
24850315,-0.01468852,0.002781129,-0.038577892,0.0,0.0,-0.10705608
24865302,-0.014019003,0.0035297214,-0.037034754,0.0,0.0,-0.10705608
24885259,-0.01155927,0.0011710055,-0.03494524,0.0,0.0,-0.10705608
24910201,-0.0094809,-0.0028111348,-0.013816616,0.0,0.0,-0.10415888
24925292,-0.007633483,-0.00330501,0.025357725,0.0,0.0,-0.10126168
24945194,-0.0057047624,-0.0024564215,0.029248178,0.0,0.0,-0.10126168
24970150,-0.0045039663,0.0014431124,0.08556812,0.0,0.0,-0.09908878
24990086,-0.0032781174,0.0067491527,0.091316976,0.0,0.0,-0.09908878
25005092,-0.003094095,0.01016285,0.15863097,0.0,0.0,-0.0932944
25025060,-0.0029473405,0.01243569,0.1913995,0.0,0.0,-0.09401869
25049983,-0.0024678514,0.011905698,0.2139392,0.0,0.0,-0.0932944
25064995,-0.0025710023,0.009403363,0.25722605,0.0,0.0,-0.0932944
25084969,-0.0022002696,0.0061585563,0.26573145,0.0,0.0,-0.0932944
25110024,-0.0022810823,0.004001975,0.27543905,0.0,0.0,-0.0932944
25129860,-0.0027401496,0.006666941,0.28901455,0.0,0.0,-0.0932944
25144862,-0.004231649,0.01052178,0.29436672,0.0,0.0,-0.0932944
25169837,-0.005443948,0.019629678,0.29656503,0.0,0.0,-0.0932944
25189755,-0.0058740913,0.028047394,0.30235752,0.0,0.0,-0.0932944
25204792,-0.0064498666,0.03320236,0.3064131,0.0,0.0,-0.0932944
25224747,-0.0071715945,0.038385447,0.31144416,0.0,0.0,-0.0932944
25249678,-0.007800436,0.043060582,0.3171879,0.0,0.0,-0.0896729
25269624,-0.009344779,0.045363907,0.32753167,0.0,0.0,-0.086775705
25284638,-0.009633671,0.04624519,0.3241221,0.0,0.0,-0.0846028
25309608,-0.010445268,0.047334857,0.3405457,0.0,0.0,-0.0846028
25329522,-0.010989511,0.048140652,0.34979346,0.0,0.0,-0.08242991
25344567,-0.011087516,0.04827111,0.36442143,0.0,0.0,-0.08098131
25364579,-0.01213371,0.04835963,0.36717087,0.0,0.0,-0.08098131
25389462,-0.012433248,0.047592063,0.3763486,0.0,0.0,-0.08098131
25409444,-0.012791401,0.04536808,0.3846584,0.0,0.0,-0.08098131
25424352,-0.012631519,0.044068653,0.38614962,0.0,0.0,-0.08098131
25449429,-0.011817683,0.04304097,0.3879619,0.0,0.0,-0.08170561
25469340,-0.010329627,0.042466763,0.38900962,0.0,0.0,-0.08242991
25484257,-0.009533426,0.042148367,0.38955888,0.0,0.0,-0.08242991
25509328,-0.007127845,0.04236495,0.38990724,0.0,0.0,-0.08315421
25529241,-0.0050658113,0.041760024,0.3898793,0.0,0.0,-0.08315421
25549213,-0.00484882,0.040055703,0.39583835,0.0,0.0,-0.08315421
25564122,-0.004702132,0.03791687,0.39569098,0.0,0.0,-0.08315421
25589203,-0.0059483945,0.034240257,0.40769425,0.0,0.0,-0.08315421
25609087,-0.007898324,0.031255487,0.41369966,0.0,0.0,-0.08315421
25624020,-0.009625576,0.029390262,0.4196243,0.0,0.0,-0.08315421
25649106,-0.012543633,0.020606022,0.42517275,0.0,0.0,-0.08315421
25668968,-0.013656089,0.012441335,0.4309148,0.0,0.0,-0.0838785
25688937,-0.0145490095,0.008690192,0.4364283,0.0,0.0,-0.0846028
25703924,-0.014682494,0.00862531,0.43593228,0.0,0.0,-0.0846028
25728917,-0.015017418,0.0007935283,0.43435964,0.0,0.0,-0.0846028
25748855,-0.014609129,-0.00043189447,0.43290287,0.0,0.0,-0.0846028
25763817,-0.015290138,-0.0020671014,0.43155792,0.0,0.0,-0.0846028
25788887,-0.016884005,-0.0026367465,0.42897487,0.0,0.0,-0.086051404
25808771,-0.018755566,0.0012670294,0.42655984,0.0,0.0,-0.0882243
25823764,-0.020182092,0.006852836,0.42455623,0.0,0.0,-0.0896729
25848730,-0.021405976,0.0061313966,0.42086977,0.0,0.0,-0.091121495
25868639,-0.007149608,0.0117218355,0.4177354,0.0,0.0,-0.091121495
25888603,0.0012611629,0.014612104,0.41431427,0.0,0.0,-0.091121495
25903618,0.002409493,0.017062081,0.41165972,0.0,0.0,-0.091121495
25928577,0.019919543,0.017631967,0.40690544,0.0,0.0,-0.091121495
25948513,0.02612053,0.011465197,0.4091572,0.0,0.0,-0.091121495
25968479,0.028156966,0.009349504,0.40530753,0.0,0.0,-0.091121495
25988493,0.029502958,0.0051136594,0.40770882,0.0,0.0,-0.091121495
26008426,0.018234782,-0.0043612015,0.41654214,0.0,0.0,-0.091121495
26028381,-0.0017577629,-0.016634624,0.41912884,0.0,0.0,-0.091121495
26048406,-0.015244774,-0.026276369,0.42810962,0.0,0.0,-0.091121495
26068376,-0.01695506,-0.02875048,0.4247536,0.0,0.0,-0.091121495
26088272,-0.016976897,-0.0575943,0.43380386,0.0,0.0,-0.091121495
26108242,-0.014930134,-0.08825682,0.4368302,0.0,0.0,-0.091121495
26128249,-0.011719919,-0.10352347,0.43370518,0.0,0.0,-0.091121495
26148190,-0.0079692425,-0.11574495,0.4242333,0.0,0.0,-0.091121495
26168139,-0.004096136,-0.11671627,0.42058954,0.0,0.0,-0.091121495
26188162,-0.0003837,-0.11703659,0.4168153,0.0,0.0,-0.091121495
26208084,0.0025308994,-0.11298798,0.40055233,0.0,0.0,-0.09257009
26228040,0.00456627,-0.104369074,0.39607504,0.0,0.0,-0.09257009
26248030,0.0056692334,-0.102409825,0.38508052,0.0,0.0,-0.096191585
26268016,0.0058756275,-0.09254116,0.3802443,0.0,0.0,-0.09691589
26287947,0.0050642397,-0.09783162,0.36913493,0.0,0.0,-0.09691589
26307909,0.0038981289,-0.09972762,0.3640129,0.0,0.0,-0.09691589
26327933,0.0023742246,-0.094755724,0.36527327,0.0,0.0,-0.09691589
26347881,0.0006148831,-0.08599977,0.3606477,0.0,0.0,-0.09691589
26367937,-0.00087008765,-0.077653386,0.34963602,0.0,0.0,-0.09691589
26387886,-0.0015647087,-0.061392833,0.34467292,0.0,0.0,-0.09691589
26407835,-0.0021728964,-0.04146124,0.3334779,0.0,0.0,-0.09691589
26427755,-0.002000902,-0.02509513,0.3221547,0.0,0.0,-0.09691589
26447733,2.5703186e-05,-0.015145521,0.31686693,0.0,0.0,-0.09691589
26467737,0.0017475468,-0.00023148744,0.30534574,0.0,0.0,-0.09691589
26487661,0.003758641,0.01135864,0.30022377,0.0,0.0,-0.09691589
26507585,0.0058325343,0.021154486,0.282502,0.0,0.0,-0.09691589
26527619,0.0076123686,0.028238382,0.2771439,0.0,0.0,-0.09691589
26547576,0.009200622,0.025455259,0.27201885,0.0,0.0,-0.09691589
26567484,0.010895246,0.06958918,0.26703626,0.0,0.0,-0.09836449
26587462,0.012248244,0.086589895,0.26227033,0.0,0.0,-0.10053739
26607459,0.013625818,0.10511339,0.2515986,0.0,0.0,-0.10198598
26627382,0.01442367,0.13311996,0.2532024,0.0,0.0,-0.10198598
26647360,0.014812544,0.13301556,0.24905393,0.0,0.0,-0.10198598
26667372,0.015390462,0.13959771,0.24513966,0.0,0.0,-0.10198598
26687300,0.0155930305,0.13450694,0.24149379,0.0,0.0,-0.10198598
26707260,0.01695473,0.1281263,0.23805742,0.0,0.0,-0.10198598
26727236,0.018016668,0.1314646,0.23472509,0.0,0.0,-0.10198598
26747228,0.019733109,0.15213807,0.22541033,0.0,0.0,-0.10198598
26767142,0.021917254,0.1642046,0.22248964,0.0,0.0,-0.10053739
26787111,0.02328161,0.15394919,0.21342668,0.0,0.0,-0.095467284
26807139,0.065573424,0.14271124,0.20424598,0.0,0.0,-0.0875
26827046,0.071748234,0.13293192,0.20175494,0.0,0.0,-0.0875
26847033,0.0684343,0.12389729,0.19960286,0.0,0.0,-0.0875
26866993,0.06111083,0.11363612,0.19788031,0.0,0.0,-0.0875
26887004,0.038823787,0.09520023,0.19656862,0.0,0.0,-0.08894859
26906924,0.018549858,0.07144632,0.19561704,0.0,0.0,-0.091845796
26926899,0.011289681,0.04271622,0.19471587,0.0,0.0,-0.09257009
26946902,0.0045866105,0.025904277,0.19418661,0.0,0.0,-0.09257009
26966824,-0.002817516,-0.0035238953,0.18779437,0.0,0.0,-0.09257009
26986828,-0.007849536,-0.012084502,0.18753764,0.0,0.0,-0.09257009
27006877,-0.011754764,-0.03704872,0.17488112,0.0,0.0,-0.091121495
27026827,-0.014598684,-0.056399897,0.16840309,0.0,0.0,-0.0903972
27046737,-0.015479522,-0.07766095,0.16207269,0.0,0.0,-0.0903972
27066719,-0.015186072,-0.086085014,0.1620701,0.0,0.0,-0.0903972
27086715,-0.01316376,-0.0888109,0.16243073,0.0,0.0,-0.0903972
27106636,-0.010913731,-0.09324849,0.16307792,0.0,0.0,-0.0903972
27126607,-0.008877692,-0.091005616,0.16388464,0.0,0.0,-0.0903972
27146626,-0.0054484694,-0.0828585,0.16494586,0.0,0.0,-0.0903972
27166572,-0.0022419752,-0.07650745,0.16621962,0.0,0.0,-0.0903972
27186503,0.00031776124,-0.069319,0.16769348,0.0,0.0,-0.0903972
27206474,0.0033147961,-0.05825734,0.16926715,0.0,0.0,-0.0903972
27231382,0.0056820298,-0.049140036,0.17154641,0.0,0.0,-0.0903972
27246421,0.0063968664,-0.042293236,0.17289549,0.0,0.0,-0.0903972
27266394,0.0071482,-0.037644804,0.17480637,0.0,0.0,-0.0903972
27286397,0.00842874,-0.030457942,0.17683041,0.0,0.0,-0.0903972
27306408,0.010127944,-0.023659674,0.1790023,0.0,0.0,-0.0903972
27326288,0.011642102,-0.009569184,0.17476088,0.0,0.0,-0.0903972
27346307,0.013203733,-0.0034456141,0.17664115,0.0,0.0,-0.0903972
27371165,0.0156102795,-0.003927017,0.17288162,0.0,0.0,-0.0903972
27386137,0.017527444,-0.00011107552,0.1742687,0.0,0.0,-0.0903972
27406111,0.019671451,0.0040050903,0.17622957,0.0,0.0,-0.0903972
27426113,0.020537911,0.0036328596,0.18451066,0.0,0.0,-0.0903972
27446041,0.020668795,0.003061781,0.19310956,0.0,0.0,-0.091845796
27466008,0.02032577,0.002692391,0.19575049,0.0,0.0,-0.09257009
27486100,0.020371798,0.005879674,0.19845793,0.0,0.0,-0.09257009
27510949,0.020372821,0.009274559,0.20196788,0.0,0.0,-0.09257009
27525957,0.020362051,0.010844154,0.2040533,0.0,0.0,-0.09257009
27545884,0.019769052,0.011654664,0.20691082,0.0,0.0,-0.0932944
27570877,0.018443696,0.018914737,0.21039093,0.0,0.0,-0.0932944
27585824,0.017296145,0.022177644,0.21252762,0.0,0.0,-0.0932944
27605785,0.016068585,0.024859482,0.21528456,0.0,0.0,-0.0932944
27625807,0.014843714,0.024354205,0.21810016,0.0,0.0,-0.0932944
27650703,0.012582765,0.020284204,0.22157784,0.0,0.0,-0.0932944
27665684,0.015081105,0.023714222,0.22363849,0.0,0.0,-0.0932944
27685644,0.02464873,0.026771387,0.22625656,0.0,0.0,-0.0932944
27710634,0.037383396,0.021918297,0.22952987,0.0,0.0,-0.0932944
27725607,0.036280952,0.021167884,0.2314526,0.0,0.0,-0.0932944
27745606,0.038470034,0.015564078,0.2339464,0.0,0.0,-0.0932944
27770530,0.036437605,0.012755179,0.23706403,0.0,0.0,-0.0932944
27790487,0.034169436,0.010573814,0.23937492,0.0,0.0,-0.0932944
27805498,0.039292663,0.0017814253,0.24097364,0.0,0.0,-0.0932944
27825499,0.039952222,0.00048221365,0.24305964,0.0,0.0,-0.0932944
27850376,0.040451296,-0.00018123299,0.24560134,0.0,0.0,-0.0932944
27865391,0.04986924,-0.00047588372,0.24695212,0.0,0.0,-0.0932944
27885342,0.047754176,-0.004609056,0.24880725,0.0,0.0,-0.09401869
27910285,0.04871348,-0.012633821,0.2510753,0.0,0.0,-0.09401869
27925335,0.046758574,-0.016609343,0.25240624,0.0,0.0,-0.09474299
27945323,0.04386857,-0.016851608,0.25409022,0.0,0.0,-0.09474299
27965285,0.037063267,-0.02367844,0.25574023,0.0,0.0,-0.09474299
27990155,0.032916497,-0.032732006,0.25156963,0.0,0.0,-0.09474299
28005175,0.030762015,-0.030654665,0.25245205,0.0,0.0,-0.09474299
28025130,0.031108791,-0.034722075,0.24729075,0.0,0.0,-0.09474299
28050056,0.030664183,-0.033948068,0.23562647,0.0,0.0,-0.09401869
28070015,0.028220804,-0.033991553,0.23601435,0.0,0.0,-0.08894859
28085053,0.030429857,-0.035118293,0.23631515,0.0,0.0,-0.0875
28105051,0.028679218,-0.0354089,0.23054194,0.0,0.0,-0.0875
28129918,0.027134862,-0.030884333,0.23083532,0.0,0.0,-0.086775705
28144954,0.02642836,-0.027782852,0.23091441,0.0,0.0,-0.086775705
28164911,0.025937978,-0.026453013,0.23748942,0.0,0.0,-0.086775705
28189820,0.025162147,-0.019934963,0.23799059,0.0,0.0,-0.086775705
28209785,0.02487947,-0.014671144,0.2383527,0.0,0.0,-0.086775705
28224754,0.024853736,-0.010954055,0.2387012,0.0,0.0,-0.086775705
28249726,0.017757585,-0.017888566,0.2393674,0.0,0.0,-0.086775705
28269689,0.01808442,-0.023536108,0.23981139,0.0,0.0,-0.0875
28284679,0.018261056,-0.02307944,0.24015966,0.0,0.0,-0.0875
28304618,0.0075162062,-0.0339751,0.24075718,0.0,0.0,-0.08894859
28329702,0.004184448,-0.040923975,0.24142008,0.0,0.0,-0.0896729
28349645,0.0005812022,-0.050566792,0.24193776,0.0,0.0,-0.091121495
28364525,-0.0030866382,-0.056413233,0.24246272,0.0,0.0,-0.091845796
28389535,-0.014467292,-0.051682662,0.24326877,0.0,0.0,-0.09257009
28409490,-0.029349662,-0.046916362,0.24397947,0.0,0.0,-0.09257009
28424425,-0.03933642,-0.035547998,0.25705218,0.0,0.0,-0.095467284
28444453,-0.04175772,-0.011862648,0.25807425,0.0,0.0,-0.09764019
28469390,-0.038620576,0.00536254,0.25923514,0.0,0.0,-0.09836449
28489375,-0.03466226,0.01733173,0.26008263,0.0,0.0,-0.09981308
28504301,-0.030992582,0.020059366,0.2607485,0.0,0.0,-0.09981308
28529296,-0.024024729,0.027035424,0.26169077,0.0,0.0,-0.09981308
28549270,-0.018164653,0.02870363,0.2624376,0.0,0.0,-0.09981308
28564223,-0.013790937,0.033267558,0.2629579,0.0,0.0,-0.09981308
28589213,-0.007345275,0.03426456,0.26367572,0.0,0.0,-0.09981308
28609185,-0.0027964835,0.0308694,0.2641692,0.0,0.0,-0.09981308
28624092,-5.7460496e-05,0.027040733,0.2646039,0.0,0.0,-0.09981308
28644055,0.0033331385,0.026324544,0.26499784,0.0,0.0,-0.09981308
28669072,0.0073132967,0.021327276,0.26549995,0.0,0.0,-0.10415888
28689056,0.010328021,0.023457024,0.2658085,0.0,0.0,-0.10633177
28703965,0.0127001805,0.021656347,0.26611567,0.0,0.0,-0.10633177
28728974,0.01663979,0.025778336,0.2665667,0.0,0.0,-0.107780375
28748900,0.018934589,0.026676448,0.26694435,0.0,0.0,-0.107780375
28768914,0.020239942,0.024428897,0.2674295,0.0,0.0,-0.107780375
28788881,0.020942904,0.030632427,0.26779807,0.0,0.0,-0.107780375
28808803,0.021150822,0.044708863,0.26818705,0.0,0.0,-0.107780375
28828773,0.020651214,0.06624513,0.26844004,0.0,0.0,-0.107780375
28843798,0.019597145,0.083664924,0.26858398,0.0,0.0,-0.107780375
28868702,0.054702777,0.07564366,0.26863515,0.0,0.0,-0.107780375
28888669,0.06797031,0.06539166,0.26875317,0.0,0.0,-0.107780375
28908693,0.0769094,0.053141408,0.26891896,0.0,0.0,-0.107780375
28928655,0.08833367,0.04406775,0.2690913,0.0,0.0,-0.107780375
28948659,0.07724586,0.020892223,0.26948303,0.0,0.0,-0.103434585
28968538,0.06933948,0.021657841,0.26984167,0.0,0.0,-0.10271028
28983575,0.06559181,0.01809429,0.27000642,0.0,0.0,-0.10271028
29008475,0.062379584,0.03670164,0.27679268,0.0,0.0,-0.10271028
29028438,0.06360643,0.034861032,0.27722368,0.0,0.0,-0.10271028
29048452,0.06485382,0.04748885,0.27766576,0.0,0.0,-0.10271028
29068387,0.058661513,0.044582214,0.27828288,0.0,0.0,-0.10271028
29088338,0.056210738,0.04077178,0.27874506,0.0,0.0,-0.10271028
29108307,0.054312777,0.029401433,0.27924955,0.0,0.0,-0.10271028
29128326,0.052841417,0.014312867,0.2797358,0.0,0.0,-0.10271028
29148230,0.047932196,0.011474687,0.28025493,0.0,0.0,-0.10271028
29168207,0.03588503,0.0025071488,0.2808374,0.0,0.0,-0.10271028
29188224,0.020279037,0.0026192851,0.2876121,0.0,0.0,-0.10271028
29208172,0.015380957,0.014752412,0.2882811,0.0,0.0,-0.10271028
29228158,0.028506443,0.041626815,0.28224126,0.0,0.0,-0.10271028
29248170,0.034767848,0.045828145,0.28856272,0.0,0.0,-0.10271028
29268141,0.026246302,0.049233634,0.28899997,0.0,0.0,-0.10271028
29288053,0.022077227,0.047512133,0.28937018,0.0,0.0,-0.10271028
29308029,-0.0001473065,0.041284867,0.28973737,0.0,0.0,-0.10271028
29328029,-0.010367481,0.038920935,0.29006454,0.0,0.0,-0.10271028
29347968,-0.030700896,0.03335006,0.29043394,0.0,0.0,-0.10271028
