timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
64130391,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0064026527,6.598375e-05,5.089981e-08,-0.35889873,0.027833458,-9.099061,-0.018041005,-0.006482914,0.26087165,30.5,nan
65162497,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0077410717,7.262802e-05,6.0057445e-08,-0.29931164,0.08383037,-10.227846,0.10743294,0.02000204,0.29067484,30.5,nan
67229255,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.009106483,0.00010689296,1.2231148e-07,-0.3966724,0.06605806,-9.200493,-0.0008893494,0.003928143,0.7201831,30.5,nan
68152621,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0075679277,0.00011929107,1.3959027e-07,-0.40246898,0.11044522,-10.108916,0.0647128,0.044373397,0.7570559,30.5,nan
70223664,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0071725603,9.220574e-05,1.00990064e-07,-0.21372204,0.14197412,-9.537542,0.1348676,0.018655023,0.33342823,30.5,nan
71143021,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0070075756,7.557257e-05,6.790991e-08,-0.22278629,0.15937832,-10.187377,0.0666291,0.027353127,0.30980498,30.5,nan
73207850,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.00948943,6.3629814e-05,2.8641047e-08,-0.23068218,0.119594425,-9.188314,-0.048123747,0.008978381,-0.09358524,30.5,nan
75172147,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0071959984,6.376201e-05,3.2723065e-08,-0.4442334,0.10545365,-9.52773,0.15964335,-0.11766899,-0.076211795,30.5,nan
76204268,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0072507677,5.739519e-05,2.563864e-08,-0.5056145,-0.041943382,-9.178055,-0.15992267,0.22131695,-0.0034325926,31.0,nan
78173716,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0072559896,4.800463e-05,1.3318244e-08,-0.34872308,0.088113554,-9.349478,0.058220968,-0.07591015,-0.022626178,31.0,nan
82216419,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.00654394,4.8653365e-05,7.851057e-09,-0.27372295,0.09851519,-8.99915,0.020221734,0.008444924,-0.033753425,31.0,nan
83149316,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.008463736,5.9639755e-05,3.03137e-08,-0.39914766,0.093566105,-10.870935,-0.054505702,-0.075908065,-0.105984695,31.0,nan
85222475,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.008060583,5.39722e-05,1.8730963e-08,-0.4972578,0.147969,-9.922174,0.10161439,0.05494562,-0.029301591,31.0,nan
86155634,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.006721421,5.1059422e-05,1.4792449e-08,-0.45736092,0.090934284,-10.082335,-0.021141142,-0.022414766,-0.015773673,31.0,nan
88229303,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.007307966,5.8534224e-05,2.6381073e-08,-0.4074064,0.040775154,-9.741884,0.050438963,-0.03192786,-0.11331558,31.0,nan
92168254,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0072515737,6.482784e-05,4.4665427e-08,-0.25193906,0.10540235,-9.984904,-0.06448653,-0.018823117,-0.24352328,31.5,nan
93195233,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.008143203,7.3052506e-05,6.193867e-08,-0.26538676,0.14933762,-9.843468,-0.008459565,0.013378196,-0.32383686,31.5,nan
94223004,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.009109915,7.964248e-05,7.2346346e-08,-0.21251695,0.14770646,-9.756221,-0.09179955,0.03178049,-0.3468571,31.5,nan
96178770,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.008887061,6.6897905e-05,4.6502397e-08,-0.22898576,0.23958851,-9.735288,0.15410058,0.057478905,0.04760562,31.5,nan
98143795,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.007849602,8.603346e-05,7.579084e-08,-0.13703531,0.22409883,-10.604659,-0.095430575,-0.15410526,-0.21017176,31.5,nan
99175873,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.007951679,5.8860438e-05,2.821784e-08,-0.16904417,0.04694598,-9.869915,-0.029007226,-0.048641708,0.047133118,31.5,nan
101145409,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0077665746,6.229237e-05,2.9224168e-08,-0.20861351,0.015677113,-8.957656,-0.15800242,-0.07579381,0.0013717104,31.5,nan
102177827,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.007434857,5.9143727e-05,1.8487748e-08,-0.2150736,0.108255774,-9.988975,0.12860043,0.036078017,0.00067040545,31.5,nan
104147108,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0069624567,5.051539e-05,7.354822e-09,-0.2375077,0.06318582,-9.90058,-0.014205135,0.015003046,-0.0057125962,31.631945,nan
105183693,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.0069526634,6.126869e-05,2.116636e-08,-0.22411735,0.041717775,-9.851977,-0.05858546,0.10851285,8.97826e-05,32.0,nan
107153172,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.007956307,5.6262088e-05,1.638525e-08,-0.14580254,0.019618696,-9.550925,0.047798775,0.016429283,0.0076202205,32.0,nan
108189805,4259850,4325386,0,0,0,0,0,698.9619,665.62976,2096.886,1996.8894,0.007808994,5.467595e-05,9.090199e-09,-0.19423808,0.043706067,-9.386171,0.027716737,0.026059093,-0.0012235249,32.0,nan
