timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
22425494,22424948,1.5436039e-09,8.014498e-05,0.009695924,0.0006115755,0.008967348,0.015327787,531,0,0.3891427,0.68665975,0.021333678,0.0,0.010284664,0.0014623515,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
22628246,22627750,1.6659305e-09,8.0415e-05,0.010480342,0.00071848737,0.009855192,0.018014232,531,0,0.38875467,0.68081146,0.016280117,0.0,0.014431193,0.008600087,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
22817569,22817187,2.1114357e-09,8.289979e-05,0.011207213,0.00072326267,0.010449277,0.017694775,531,0,0.38234076,0.6833726,0.012072404,0.0,0.020443289,0.003702013,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
23029226,23028839,2.312699e-09,8.452903e-05,0.009862011,0.0005896296,0.011094416,0.018653985,659,0,0.38157484,0.67733014,0.01589468,0.0,0.026948107,0.014715678,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
23223433,23222777,1.1543457e-08,9.124545e-05,0.0107570775,0.001575296,0.0057907505,0.009622486,659,0,0.4368595,0.66949666,0.059034165,0.0,0.0020326572,0.00019776549,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
23430538,23429977,2.2504471e-08,0.00011555848,0.011077805,0.0027253504,0.0042820913,0.0069765286,659,0,0.49900496,0.66172796,0.07521521,0.0,0.0030359332,5.400049e-05,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
23628834,23628349,4.0463743e-08,0.00013500109,0.011242557,0.0030804717,0.0039702016,0.008748319,659,0,0.56930196,0.6661225,0.084867515,0.0,0.004587161,0.0018193,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
23822459,23822019,6.1705286e-08,0.0001420408,0.011224821,0.0037705034,0.0061929356,0.016805388,659,0,0.64438343,0.6565679,0.13161148,0.0,0.006498956,0.0015570468,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
24025472,24024809,6.748194e-08,0.00013323469,0.010302167,0.0045303106,0.006783404,0.020466598,659,0,0.73789376,0.651239,0.10474531,0.0,0.008600234,0.0057917214,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
24431252,24430415,4.283641e-08,0.00010674188,0.009015409,0.0035156005,0.004549879,0.014301083,659,0,0.9476696,0.64817005,0.10027425,0.0,0.013112823,0.0063476977,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
24629091,24628702,4.3705924e-08,0.00010427409,0.00989096,0.0038856827,0.0030494959,0.006695295,659,0,1.0687584,0.6411775,0.100349285,0.0,0.015990376,0.009859303,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
24822987,24822622,3.7501625e-08,9.340348e-05,0.009455044,0.0043627224,0.0029603066,0.0039769537,659,0,1.2013274,0.6344343,0.12953113,0.0,0.019364962,0.00068606413,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
25031429,25029840,3.044088e-08,8.3971216e-05,0.0093356315,0.0048059262,0.006553543,0.019235069,659,0,1.345327,0.6278183,0.11379259,0.0,0.022550635,0.017787853,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
25427110,25426626,2.9760889e-08,7.399644e-05,0.009906195,0.003368015,0.008385444,0.016919125,659,0,1.6652603,0.6252156,0.08034337,0.0,0.030618662,0.009784423,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
25625361,25624675,4.3907175e-08,7.56832e-05,0.011435637,0.0034545315,0.0112929,0.02152563,659,0,1.8383696,0.6190631,0.09603952,0.0,0.03474409,0.0025554616,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
25823917,25822967,6.0535086e-08,8.1928316e-05,0.0109971315,0.0035584976,0.015075402,0.030374194,659,0,2.0081172,0.6210084,0.11079422,0.0,0.038450208,0.0011564494,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
26030976,26030278,7.0274496e-08,8.054034e-05,0.010469891,0.0042831344,0.019198017,0.0403307,659,0,2.2032566,0.6166591,0.11853275,0.0,0.043058746,0.0018385693,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
26423312,26422497,7.971722e-08,7.692024e-05,0.008903058,0.0045611127,0.03215149,0.07318395,659,0,2.579511,0.60494894,0.14101091,0.0,0.0510434,0.0043343105,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
26626016,26625154,8.431811e-08,8.149689e-05,0.009035797,0.0053191236,0.03877064,0.09250562,659,0,2.7666824,0.5993168,0.13314009,0.0,0.054536343,0.0028267663,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
26828577,26828071,8.808547e-08,8.3439816e-05,0.0077166157,0.0053582997,0.04535303,0.11137546,659,0,2.950292,0.6026501,0.1545437,0.0,0.057121936,0.015554299,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,229,1,3,1,3,2,0,0,0,0,0,0,0
