timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
67220296,67220037,3932170,-2.1021092,0.6066907,-15.152425,35.477356,0,0,0,0,5
68223706,68223445,3932170,-1.7506403,-0.5152322,-16.254236,35.4284,0,0,0,0,5
70219337,70219075,3932170,-2.2562957,1.0879252,-8.264784,35.477356,0,0,0,0,5
71220213,71219952,3932170,-2.5292346,0.090979666,-8.406042,35.13464,0,0,0,0,5
72221132,72220874,3932170,1.017057,-5.4458513,-3.6396656,35.4284,0,0,0,0,5
73219554,73219290,3932170,-0.97252476,2.162922,1.2378023,35.526318,0,0,0,0,5
74220475,74220207,3932170,-2.156218,4.120421,-6.692752,35.771114,0,0,0,0,5
75221383,75221128,3932170,-1.379539,-1.1166557,-16.065094,35.673195,0,0,0,0,5
76219806,76219554,3932170,-0.45585603,0.12785037,-0.022505498,35.771114,0,0,0,0,5
77219482,77219229,3932170,1.487757,-1.5480909,-11.9374895,35.966953,0,0,0,0,5
78221667,78221405,3932170,-1.3800179,0.21404164,-8.000943,35.771114,0,0,0,0,5
82221678,82221412,3932170,0.062728085,-0.074220255,-22.381956,36.01591,0,0,0,0,5
83221312,83221049,3932170,3.9398983,-0.5018247,-5.3974886,36.01591,0,0,0,0,5
85220678,85220420,3932170,-2.8543675,2.4281993,-13.741281,36.01591,0,0,0,0,5
86219107,86218855,3932170,0.019632453,0.58657944,-4.8338933,36.162792,0,0,0,0,5
88220990,88220727,3932170,-0.5554548,2.5292346,-4.531266,35.966953,0,0,0,0,5
89220684,89220422,3932170,2.1495142,-0.34715924,-15.828068,36.35863,0,0,0,0,5
90221614,90221354,3932170,0.62249243,0.1661576,-10.888351,36.21175,0,0,0,0,5
92220999,92220741,3932170,0.42760444,-2.1906946,0.24851814,36.40759,0,0,0,0,5
93219434,93219181,3932170,1.3441049,-1.829649,-11.234074,36.35863,0,0,0,0,5
94222876,94222620,3932170,1.9388245,-0.36727056,-11.675564,36.554466,0,0,0,0,5
95221331,95221067,3932170,-1.4609419,1.9302055,-15.105497,36.21175,0,0,0,0,5
96219783,96219522,3932170,0.77667904,2.6848578,-6.889555,36.554466,0,0,0,0,5
97223206,97222957,3932170,-0.20254946,-1.1243172,-9.085996,36.701347,0,0,0,0,5
98219184,98218912,3932170,0.69383967,1.1913548,-20.529324,36.554466,0,0,0,0,5
99220114,99219859,3932170,-1.9440918,2.0958843,-3.1052797,36.603428,0,0,0,0,5
101219521,101219261,3932170,-0.28203696,-0.4903325,-13.3539,36.554466,0,0,0,0,5
102220517,102220259,3932170,2.7375302,-3.4246662,-7.442137,36.701347,0,0,0,0,5
104222396,104222144,3932170,-0.05171476,-2.1528661,-11.426567,36.750305,0,0,0,0,5
105219575,105219325,3932170,0.65218055,0.060812723,-17.721403,36.701347,0,0,0,0,5
106220540,106220279,3932170,3.7579389,-2.9606698,-13.268666,36.897186,0,0,0,0,5
107221500,107221235,3932170,-1.1300632,-1.8540698,-17.87559,36.848225,0,0,0,0,5
108218716,108218448,3932170,1.2071565,0.5971139,-1.364695,37.093025,0,0,0,0,5
111219090,111218828,3932170,3.9633615,-4.154419,-12.812331,37.093025,0,0,0,0,5
112220050,112219789,3932170,-4.4206543,-6.803364,-2.2400153,37.093025,0,0,0,0,5
113222261,113221998,3932170,1.3057977,0.057939682,-10.507673,37.093025,0,0,0,0,5
