timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
16449885,16448729,3932170,-0.007441447,0.0041132504,0.0031390158,0.34906584,7.8548005e-08,7.865067e-08,2.6352706e-07,3932170,0.0,0.0,-0.13215162,0.4,0.00039942894,0.00039942894,7.1798304e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
22928895,22927990,3932170,-0.0073721204,0.004043614,0.0029826888,0.34906584,5.571146e-09,5.5706297e-09,6.4780316e-08,3932170,0.0,0.0,-0.13111682,0.4,0.00040045995,0.00040045995,5.005749e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
23657739,23656833,3932170,-0.0073706717,0.0040428136,0.0019644785,0.34906584,5.64244e-09,5.64204e-09,5.6784117e-08,3932170,1.3466291e-06,3.6252316e-06,-0.13089849,0.4,0.00040056242,0.00040056242,5.007088e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
24156799,24155964,3932170,-0.007367464,0.0040413802,0.0009391758,0.34906584,5.685426e-09,5.6850986e-09,5.2230998e-08,3932170,6.9407197e-06,3.182917e-05,-0.13115627,0.4,0.00040049065,0.00040049065,5.007575e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
24706017,24705054,3932170,-0.00736434,0.0040401896,-8.019157e-05,0.34906584,5.7315543e-09,5.7313088e-09,4.765064e-08,3932170,-5.7877683e-06,5.8175483e-05,-0.13112661,0.4,0.00040014286,0.00040014277,5.007816e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
25200138,25199239,3932170,-0.0073299906,0.004021738,-0.0010827723,0.34906584,5.7327494e-09,5.732563e-09,4.38532e-08,3932170,-0.00014130624,1.785438e-05,-0.13059437,0.4,0.0003965866,0.00039658637,4.9865766e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
25859192,25858154,3932170,-0.0073431605,0.004030136,-0.0020855,0.34906584,5.7706275e-09,5.770522e-09,3.965388e-08,3932170,-0.000670817,-0.0003288981,-0.13073671,0.4,0.0003921252,0.00039212444,4.997074e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
26418368,26417232,3932170,-0.0073491554,0.0040352163,-0.0030868163,0.34906584,5.770294e-09,5.7702487e-09,3.6517303e-08,3932170,-0.0019362087,-0.0012639982,-0.1308016,0.4,0.00038095345,0.00038095054,5.0018634e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
26837724,26836542,3932170,-0.0073518427,0.0040381085,-0.003960435,0.34906584,5.760648e-09,5.760633e-09,3.4322763e-08,3932170,-0.003284513,-0.0022722392,-0.1310806,0.4,0.0003686513,0.00036864585,5.004047e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
27256802,27255851,3932170,-0.0073546614,0.004040937,-0.004620519,0.34906584,5.741086e-09,5.74109e-09,3.239968e-08,3932170,-0.004836906,-0.003432321,-0.13098237,0.4,0.00035210565,0.00035209698,5.005504e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
27466489,27465514,3932170,-0.0073557287,0.004042129,-0.0049380413,0.34906584,5.7284604e-09,5.7284706e-09,3.1444547e-08,3932170,-0.005668402,-0.004067083,-0.1311771,0.4,0.0003423408,0.0003423307,5.0060225e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
27676183,27675161,3932170,-0.007356781,0.0040431875,-0.005229887,0.34906584,5.7145817e-09,5.714594e-09,3.0527467e-08,3932170,-0.0064644925,-0.0046872525,-0.13114618,0.4,0.00033171946,0.00033170846,5.0064436e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
27880915,27879825,3932170,-0.007321332,0.0040241308,-0.0055167363,0.34906584,5.6710396e-09,5.6710534e-09,2.949942e-08,3932170,-0.007193411,-0.005258956,-0.13063222,0.4,0.00031889457,0.0003188833,4.9820683e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
28299987,28299135,3932170,-0.0073358347,0.004032958,-0.0060455413,0.34906584,5.651779e-09,5.651785e-09,2.7978063e-08,3932170,-0.008404184,-0.0061903177,-0.13092765,0.4,0.00029558147,0.00029557274,4.991078e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
28968975,28968036,3932170,-0.007348081,0.0040402156,-0.006881247,0.34906584,5.6273874e-09,5.6273497e-09,2.5622539e-08,3932170,-0.009262456,-0.006451707,-0.13137135,0.4,0.00025937948,0.00025938507,4.9994733e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
29348319,29347415,3932170,-0.007350158,0.0040416773,-0.0072844457,0.34906584,5.6086016e-09,5.6085123e-09,2.4476412e-08,3932170,-0.009126183,-0.005545822,-0.1318712,0.4,0.00023640571,0.00023642514,5.0020167e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
29757701,29756740,3932170,-0.0073528243,0.0040432704,-0.0076307524,0.34906584,5.6249543e-09,5.6248157e-09,2.321292e-08,3932170,-0.008710076,-0.004675209,-0.13213788,0.4,0.00022569751,0.00022574909,5.004266e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
29767637,29766724,3932170,-0.007351175,0.004043063,-0.007630826,0.34906584,5.600572e-09,5.6004095e-09,2.3214117e-08,3932170,-0.008228565,-0.0036941865,-0.13213852,0.4,0.00021553384,0.00021557606,5.0043086e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
29978920,29976380,3932170,-0.0073501756,0.004043283,-0.007712528,0.34906584,5.598711e-09,5.598493e-09,2.2858243e-08,3932170,-0.0075802663,-0.0025487675,-0.13211031,0.4,0.00020602258,0.00020607772,5.0050644e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
30188675,30186036,3932170,-0.007348829,0.0040434166,-0.0077120992,0.34906584,5.598461e-09,5.5981784e-09,2.2872115e-08,3932170,-0.006948531,-0.0013070676,-0.13224518,0.4,0.0001971566,0.00019722513,5.005656e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
30396643,30395692,3932170,-0.0073471502,0.004043595,-0.0077134897,0.34906584,5.599874e-09,5.5995146e-09,2.2884947e-08,3932170,-0.0061206194,1.476926e-05,-0.13220564,0.4,0.0001889264,0.0001890084,5.0061462e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
30606333,30605348,3932170,-0.007345185,0.004043785,-0.0077154925,0.34906584,5.6029172e-09,5.6024683e-09,2.2896936e-08,3932170,-0.005161287,0.0013898092,-0.13210121,0.4,0.00018130905,0.00018140448,5.0065373e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
30815950,30815011,3932170,-0.0073429965,0.0040440317,-0.007718006,0.34906584,5.6075278e-09,5.606975e-09,2.2908367e-08,3932170,-0.0040847016,0.0028005447,-0.13194446,0.4,0.0001742736,0.00017438243,5.0068534e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
31032487,31029658,3932170,-0.0073406305,0.004044093,-0.007717937,0.34906584,5.6135736e-09,5.612901e-09,2.2919373e-08,3932170,-0.0030556605,0.0042207134,-0.13198784,0.4,0.00016778258,0.00016790474,5.0070853e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
31451512,31448964,3932170,-0.0073089334,0.004029804,-0.0076901494,0.34906584,5.6090665e-09,5.6081135e-09,2.2858003e-08,3932170,-0.00076984434,0.007029116,-0.13154455,0.4,0.00015570874,0.00015585619,4.989227e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
31661414,31658621,3932170,-0.007311416,0.0040331874,-0.007697403,0.34906584,5.6225558e-09,5.621438e-09,2.288518e-08,3932170,0.00055240246,0.008416739,-0.13149604,0.4,0.0001507353,0.00015089547,4.9928262e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
31870912,31868277,3932170,-0.007312899,0.0040361183,-0.007703101,0.34906584,5.6361937e-09,5.6349356e-09,2.2912099e-08,3932170,0.0019072217,0.009768941,-0.1314701,0.4,0.00014612579,0.00014629158,4.9957384e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
32078931,32077938,3932170,-0.007313606,0.004038801,-0.007708111,0.34906584,5.6499894e-09,5.6485394e-09,2.2934545e-08,3932170,0.00332428,0.011076217,-0.13141428,0.4,0.00014183558,0.00014201383,4.99811e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
32288450,32287590,3932170,-0.0073136743,0.004041226,-0.0077118715,0.34906584,5.6638916e-09,5.6622373e-09,2.295553e-08,3932170,0.00476095,0.012334722,-0.1313935,0.4,0.00013784118,0.00013803171,5.0000267e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
32498164,32497247,3932170,-0.007313242,0.0040435903,-0.0077151973,0.34906584,5.67787e-09,5.6759983e-09,2.2975543e-08,3932170,0.0062528388,0.013547527,-0.13134669,0.4,0.00013411463,0.00013431728,5.0015833e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
32709732,32706903,3932170,-0.007312177,0.0040460597,-0.007719245,0.34906584,5.6916862e-09,5.689587e-09,2.299419e-08,3932170,0.007876779,0.01471435,-0.13113743,0.4,0.00013062547,0.0001308401,5.002684e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
32919154,32916588,3932170,-0.007311265,0.0040485645,-0.007721891,0.34906584,5.705834e-09,5.703496e-09,2.3013946e-08,3932170,0.009452723,0.015835032,-0.13108124,0.4,0.00012736222,0.00012758875,5.0038657e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
33127194,33126217,3932170,-0.0073098666,0.004050813,-0.0077230227,0.34906584,5.719701e-09,5.7171157e-09,2.30328e-08,3932170,0.011005262,0.016900707,-0.1311201,0.4,0.00012429034,0.00012452861,5.004687e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
33336754,33335874,3932170,-0.0073083322,0.004053715,-0.007726318,0.34906584,5.7334266e-09,5.730588e-09,2.3051692e-08,3932170,0.012763127,0.017896006,-0.13085634,0.4,0.00012139447,0.000121644254,5.005357e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
33546462,33545533,3932170,-0.0073066656,0.0040563866,-0.0077279345,0.34906584,5.746941e-09,5.7438463e-09,2.3070674e-08,3932170,0.014431883,0.018824046,-0.13076407,0.4,0.00011865644,0.00011891749,5.0058893e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
33753063,33750196,3932170,-0.0072696973,0.0040396657,-0.0076924013,0.34906584,5.731481e-09,5.7281433e-09,2.2977426e-08,3932170,0.016053138,0.019580107,-0.12998416,0.4,0.000115513685,0.000115784394,4.9821547e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
33962870,33959853,3932170,-0.0072746724,0.0040464783,-0.007701352,0.34906584,5.749758e-09,5.746162e-09,2.3017964e-08,3932170,0.017795134,0.020366706,-0.1298956,0.4,0.0001131732,0.00011345446,4.987087e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
34170386,34169511,3932170,-0.0072780126,0.004052302,-0.007707781,0.34906584,5.766462e-09,5.7626934e-09,2.3054305e-08,3932170,0.019471768,0.021072103,-0.12988047,0.4,0.00011092333,0.00011120822,4.990847e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
