timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
293533430,293532518,0,nan,nan,0.054966483,0.005068267,-8.401586,0.0,0.0,0.0,0.049013063,0.0046279705,0.16168971,0.10796502,0.0011172326,0.008942618,0.0,0.2863867,-0.21532987,0.34194517,-1.1735022,-0.009521439,nan,0.1,0.3107901,0.503542,0.17652334,0.1255253,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
294032620,294031828,0,nan,nan,0.056335337,0.0054161423,-8.372187,0.0,0.0,0.0,0.04853635,0.0052415035,0.17476828,0.10127245,0.0011172326,0.008942618,0.0,-0.6543591,0.22678739,0.422548,-1.1721423,-0.009521439,nan,0.1,0.322338,0.5051378,0.18067227,0.12565841,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
294532060,294531133,0,nan,nan,0.055951245,0.0050902325,-8.375713,0.0,0.0,0.0,0.04700553,0.004971985,0.18290666,0.06717675,0.0011172326,0.008942618,0.0,-0.13774684,-0.110828705,0.0005966954,-1.1714212,-0.009521439,nan,0.1,0.3037127,0.5014903,0.1738413,0.12499292,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
295031372,295030442,0,nan,nan,0.071004346,0.008902517,-8.375452,0.0,0.0,0.0,0.058434706,0.014369858,0.19470762,0.05678436,0.0011172326,0.008942618,0.0,0.02750094,-0.9713461,-1.1549721,-1.1755137,-0.009521439,nan,0.1,0.38092715,0.50302297,0.20077673,0.12509795,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
295535724,295534746,0,nan,nan,0.10587692,0.015981227,-8.341584,0.0,0.0,0.0,0.072797865,0.02427962,0.19021918,0.058923483,0.0011172326,0.008942618,0.0,0.41605803,-0.10636892,-0.7482292,-1.1767237,-0.009521439,nan,0.1,0.4738506,0.5045837,0.23048529,0.12520812,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
296034847,296034057,0,nan,nan,0.14504847,0.050932664,-8.287073,0.0,0.0,0.0,0.057309188,0.13026044,0.17299671,0.063434966,0.0011172326,0.008942618,0.0,-0.36665395,-0.27422446,-0.9338843,-1.1571543,-0.009521439,nan,0.1,0.58306634,0.5009857,0.2626428,0.124550566,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
296534061,296533370,0,nan,nan,0.16363691,0.111951746,-8.237621,0.0,0.0,0.0,0.037179805,0.04793058,0.18877795,0.08307857,0.0011172326,0.008942618,0.0,0.5848261,-0.5990094,0.5792397,-1.1522039,-0.009521439,nan,0.1,0.7087649,0.5025336,0.2962859,0.12461773,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
297033492,297032680,0,nan,nan,0.19771272,0.1009117,-8.224882,0.0,0.0,0.0,0.07497738,-0.04805263,0.1754229,0.06281858,0.0011172326,0.008942618,0.0,0.1337022,0.24140394,0.26124468,-1.1529533,-0.009521439,nan,0.1,0.84985995,0.5040745,0.33152142,0.12468424,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
297532778,297531990,0,nan,nan,0.22298497,0.118155174,-8.184313,0.0,0.0,0.0,0.011707195,0.11722899,0.24385037,0.1129269,0.0011172326,0.008942618,0.0,-0.40387794,0.14282438,-0.5894777,-1.164089,-0.009521439,nan,0.1,1.0083116,0.5003803,0.3670915,0.12390753,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
298032330,298031301,0,nan,nan,0.21242453,0.18531933,-8.2484255,0.0,0.0,0.0,-0.050697662,0.16652459,-0.09348222,-0.24556188,0.0011172326,0.008942618,0.0,-0.41106695,-0.032022905,-0.03684548,-1.1510444,-0.009521439,nan,0.13045979,1.1791483,0.50180024,0.4052865,0.1240261,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
299035806,299034921,0,nan,nan,0.16462615,0.3891013,-8.592389,0.0,0.0,0.0,0.025012223,0.2062061,-0.04187604,-0.24898209,0.0011172326,0.008942618,0.0,0.034185864,-0.40695357,0.75656414,-1.131729,-0.009521439,nan,0.4744234,1.571445,0.49956706,0.48026395,0.123387806,inf,inf,inf,inf,0,1,0,1,1,0,1,0,3,0,0,1,0
