timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
293533589,293532518,0.0,0.0,0.0,0.30291942,0.30292264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.506884,0.0,0.0,nan,0.0,0.0,0.09013643,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
294032788,294031828,0.0,0.0,0.0,0.30291125,0.30291447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.506524,0.0,0.0,nan,0.0,0.0,0.09013642,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
294532208,294531133,0.0,0.0,0.0,0.30289805,0.30290124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.50576,0.0,0.0,nan,0.0,0.0,0.090136394,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
295031508,295030442,0.0,0.0,0.0,100.06399,100.063995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.506349,0.0,0.0,nan,0.0,0.0,0.09013652,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
295535877,295534746,0.0,0.0,0.0,100.110466,100.11049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505961,0.0,0.0,nan,0.0,0.0,0.09013647,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
296034999,296034057,0.0,0.0,0.0,100.156845,100.156944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505231,0.0,0.0,nan,0.0,0.0,0.090136535,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
296534211,296533370,0.0,0.0,0.0,100.21886,100.21913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504843,0.0,0.0,nan,0.0,0.0,0.09013667,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
297033705,297032680,0.0,0.0,0.0,100.34903,100.34996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505446,0.0,0.0,nan,0.0,0.0,0.09013676,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
297532931,297531990,0.0,0.0,0.0,100.46628,100.46805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504606,0.0,0.0,nan,0.0,0.0,0.09013682,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
298032482,298031301,0.0,0.0,0.0,100.698105,100.70202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505091,0.0,0.0,nan,0.0,0.0,0.09013684,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
298531447,298530613,0.0,0.0,0.0,100.89636,100.90245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504635,0.0,0.0,nan,0.0,0.0,0.09013688,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
299035989,299034921,0.0,0.0,0.0,101.13264,101.1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.503772,0.0,0.0,nan,0.0,0.0,0.09013685,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
299535080,299534229,0.0,0.0,0.0,101.55293,101.56747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.503358,0.0,0.0,nan,0.0,0.0,0.0901368,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
300034660,300033541,0.0,0.0,0.0,101.88555,101.90474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.503899,0.0,0.0,nan,0.0,0.0,0.09013689,0.0025053087,0.0025107246,0.0025098324,0.0,0.0,0.0,0.0,0.0
