timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
293533581,293532518,0.0,0.0,0.0,0.054655407,0.0058183437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11426449,0.0,0.0,nan,0.0,0.0,-0.13968182,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
294032779,294031828,0.0,0.0,0.0,0.054937385,0.006063562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42124748,0.0,0.0,nan,0.0,0.0,-0.11322105,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
294532199,294531133,0.0,0.0,0.0,0.055761334,0.005822572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40647793,0.0,0.0,nan,0.0,0.0,-0.0984143,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
295031499,295030442,0.0,0.0,0.0,0.067068756,0.0073179137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164606,0.0,0.0,nan,0.0,0.0,-0.07652962,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
295535869,295534746,0.0,0.0,0.0,0.10649068,0.015430474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041552544,0.0,0.0,nan,0.0,0.0,-0.046619892,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
296034990,296034057,0.0,0.0,0.0,0.13922937,0.03041986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23527718,0.0,0.0,nan,0.0,0.0,-0.024971962,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
296534203,296533370,0.0,0.0,0.0,0.16228016,0.08207405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30204964,0.0,0.0,nan,0.0,0.0,-0.026301146,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
297033697,297032680,0.0,0.0,0.0,0.190194,0.10997601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08280945,0.0,0.0,nan,0.0,0.0,-0.074242115,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
297532922,297531990,0.0,0.0,0.0,0.2194328,0.09798057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20252228,0.0,0.0,nan,0.0,0.0,-0.10559559,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
298032474,298031301,0.0,0.0,0.0,0.21941502,0.16831739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31548405,0.0,0.0,nan,0.0,0.0,-0.14069879,-0.01134333,0.007897098,-0.00068606436,0.0,0.0,0.0,0.0,0.0
