timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
293527104,293526749,4325386,-0.001308431,0.0010460671,0.0071605304,0.34906584,2.0619453e-09,2.0620021e-09,3.2845298e-09,4259850,0.015080963,-0.037887543,-0.0450833,0.4,6.939086e-06,5.0119174e-06,5.011891e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
294032806,294031582,4325386,-0.0013024312,0.00104681,0.007006537,0.34906584,2.044476e-09,2.0445305e-09,3.2748415e-09,4259850,0.015031985,-0.037764497,-0.046108816,0.4,6.91655e-06,4.9956407e-06,4.995623e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
294802831,294802459,4325386,-0.0013034219,0.0010586778,0.006807199,0.34906584,2.0560451e-09,2.0561044e-09,3.2713434e-09,4259850,0.015012845,-0.03771642,-0.047124784,0.4,6.9078696e-06,4.989406e-06,4.9892533e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
295316787,295316213,4325386,-0.0013117287,0.0010667496,0.006763952,0.34906584,2.1224384e-09,2.1225022e-09,3.2961798e-09,4259850,0.015117795,-0.037981056,-0.04813947,0.4,6.956784e-06,5.024867e-06,5.0242434e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
297052150,297051673,4325386,-0.0013145353,0.0010729929,0.00659997,0.34906584,2.2993958e-09,2.2994655e-09,3.3065108e-09,4259850,0.015114051,-0.03809283,-0.049138602,0.4,6.975126e-06,5.0387166e-06,5.0369304e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
297923286,297921725,4325386,-0.001304417,0.001069944,0.006336877,0.34906584,2.3616427e-09,2.3617088e-09,3.28011e-09,4259850,0.014891331,-0.037823837,-0.05013426,0.4,6.915495e-06,4.9964174e-06,4.995334e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
298224192,298223517,4325386,-0.0013106322,0.00107806,0.0062527596,0.34906584,2.394739e-09,2.3948017e-09,3.2913363e-09,4259850,0.014845957,-0.037990566,-0.051175375,0.4,6.935317e-06,5.0117037e-06,5.011641e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
298372933,298372363,4325386,-0.0013178642,0.0010862504,0.006205786,0.34906584,2.4182558e-09,2.4183193e-09,3.3073315e-09,4259850,0.014852876,-0.03820012,-0.05218287,0.4,6.9662797e-06,5.0354583e-06,5.035449e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
298584877,298584114,4325386,-0.0013100947,0.0010831382,0.0060338182,0.34906584,2.4200213e-09,2.4200844e-09,3.2856422e-09,4259850,0.014678218,-0.03798619,-0.053156253,0.4,6.9182793e-06,5.0024987e-06,5.0024896e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
298733657,298733096,4325386,-0.0013104994,0.0010850037,0.005935111,0.34906584,2.437072e-09,2.4371323e-09,3.2886465e-09,4259850,0.014690158,-0.03802003,-0.054209527,0.4,6.9242233e-06,5.006834e-06,5.0066915e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
298886838,298886115,4325386,-0.0013069948,0.0010855844,0.00580127,0.34906584,2.439889e-09,2.4399507e-09,3.2777512e-09,4259850,0.014549228,-0.03793318,-0.055230282,0.4,6.897785e-06,4.9898217e-06,4.989724e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
298999326,298998976,4325386,-0.00131141,0.0010925505,0.005727489,0.34906584,2.4517697e-09,2.451836e-09,3.2854148e-09,4259850,0.014471296,-0.038066477,-0.056224182,0.4,6.9092566e-06,5.000661e-06,5.0006615e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
299161819,299161265,4325386,-0.0013014022,0.0010861232,0.0055456604,0.34906584,2.4513662e-09,2.4514297e-09,3.2627776e-09,4259850,0.0143765565,-0.037814893,-0.05738607,0.4,6.8634727e-06,4.9675623e-06,4.9674136e-06,396825,-0.039137006,-0.0471046,-0.053153116,0.5,1.8837281e-06,1.9077627e-06,0.00012455923,1,1,1
