timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
293535239,293535009,-0.0017708775,0.00011816251,0.0013919857,0.0,0.0,0.0,0.0,-1.0
293587668,293587437,-0.0017783211,4.261128e-05,0.0012619778,0.0,0.0,0.0,0.0,-1.0
293636354,293636121,-0.0017588253,0.00013554239,0.0012949042,0.0,0.0,0.0,0.0,-1.0
293685036,293684805,-0.0018383311,-4.797398e-05,0.001090199,0.0,0.0,0.0,0.0,-1.0
293737458,293737229,-0.0019795657,5.9791877e-05,0.0011959105,0.0,0.0,0.0,0.0,-1.0
293787388,293787160,-0.0016808796,0.00017425774,0.0008504086,0.0,0.0,0.0,0.0,-1.0
293836116,293835882,-0.0016893388,-3.7601745e-05,0.000773578,0.0,0.0,0.0,0.0,-1.0
293888511,293888271,-0.0017905117,-6.142631e-05,0.0012349755,0.0,0.0,0.0,0.0,-1.0
293937226,293936985,-0.0019362647,6.675459e-05,0.0010365321,0.0,0.0,0.0,0.0,-1.0
293985868,293985636,-0.0018565889,0.0002645472,0.0015762451,0.0,0.0,0.0,0.0,-1.0
294035799,294035568,-0.0019641684,0.00012792305,0.0012949521,0.0,0.0,0.0,0.0,-1.0
294088227,294087995,-0.0019406602,5.9363865e-05,0.0012781046,0.0,0.0,0.0,0.0,-1.0
294136908,294136677,-0.0019701715,-4.7798112e-05,0.001105863,0.0,0.0,0.0,0.0,-1.0
294185592,294185361,-0.0016325604,7.4792326e-05,0.0011784787,0.0,0.0,0.0,0.0,-1.0
294235535,294235293,-0.0020400626,-0.00021574913,0.0014967652,0.0,0.0,0.0,0.0,-1.0
294287951,294287720,-0.0019213705,-0.00012571689,0.0020406577,0.0,0.0,0.0,0.0,-1.0
294336633,294336403,-0.0014131003,0.00020980557,0.0019107781,0.0,0.0,0.0,0.0,-1.0
294385317,294385083,-0.001360242,4.592532e-05,0.0012222665,0.014205607,0.0,0.0,0.0,-1.0
294437748,294437515,-0.0019323307,-7.400883e-05,0.0017449249,0.016448598,0.0,0.0,0.0,-1.0
294486419,294486194,-0.0013925196,0.0001058913,0.0011646465,0.017196262,0.0,0.0,0.0,-1.0
294536347,294536125,-0.0019921253,9.073603e-05,0.0024168117,0.017196262,0.0,0.0,0.0,-1.0
294588778,294588552,-0.0015789772,-9.229067e-06,0.0027524827,0.017196262,0.0,0.0,0.0,-1.0
294637473,294637235,-0.0014710127,0.00021169029,0.0050295047,0.017196262,0.0,0.0,0.0,-1.0
294686148,294685919,-0.0021246367,0.00015182614,0.0064131953,0.038971964,0.0,0.0,0.0,-1.0
294736080,294735849,-0.00178713,-0.00043572378,0.0063553443,0.045490652,0.0,0.0,0.0,-1.0
294788511,294788277,-0.0022456516,-0.0012071569,0.006623245,0.045490652,0.0,0.0,0.0,-1.0
294837196,294836970,-0.004436553,-0.004530179,0.0061576213,0.045490652,0.0,0.0,0.0,-1.0
294885868,294885642,-0.003112158,0.0058897,0.0027964327,0.045490652,0.0,0.0,0.0,-1.0
294938309,294938072,-0.0029111481,-0.0047790837,0.00469264,0.045490652,0.0,0.0,0.0,-1.0
294986982,294986753,-0.0021133318,-0.017195437,0.0024208818,0.045490652,0.0,0.0,0.0,-1.0
295036920,295036684,-0.0039180354,0.011580015,-0.00037937245,0.045490652,0.0,0.0,0.0,-1.0
295085592,295085367,-0.0034208694,0.015484375,0.0001392497,0.045490652,0.0,0.0,0.0,-1.0
295138020,295137794,-0.009442147,-0.027297573,0.006395206,0.045490652,0.0,0.0,0.0,-1.0
295186723,295186479,-0.0033727705,0.006109954,0.005627118,0.045490652,0.0,0.0,0.0,-1.0
295235392,295235160,0.0006102907,0.014830171,0.008879778,0.045490652,0.0,0.0,0.0,-1.0
295285325,295285091,-0.01394044,-0.023034997,0.008979653,0.045490652,0.0,0.0,0.0,-1.0
295337754,295337520,-0.008944867,-0.009837935,0.0027283495,0.045490652,0.0,0.0,0.0,-1.0
295386445,295386206,-0.0068352465,0.014187821,0.0019290711,0.054182243,0.0,0.0,0.0,-1.0
295435115,295434884,-0.00055018335,0.011250478,0.001166895,0.062149536,0.0,0.0,0.0,-1.0
295485046,295484815,-0.015168524,-0.037430994,0.0072683506,0.062149536,0.0,0.0,0.0,-1.0
295537487,295537245,-0.0056181904,0.0019871714,-0.0003674814,0.062149536,0.0,0.0,0.0,-1.0
295586157,295585926,-0.0069726063,0.0072347494,-0.0067864154,0.06577103,0.0,0.0,0.0,-1.0
295638582,295638353,-0.0072320392,-0.010441424,-0.007963939,0.068668224,0.0,0.0,0.0,-1.0
295687269,295687036,-0.0031713645,-0.011448825,-0.0069402796,0.070116825,0.0,0.0,0.0,-1.0
295735965,295735727,0.00030553757,-0.012597616,-0.010463512,0.073738314,0.0,0.0,0.0,-1.0
295785888,295785655,-0.0021347478,-0.011160748,-0.01059572,0.073738314,0.0,0.0,0.0,-1.0
295835822,295835582,0.0024277295,-0.0038951717,-0.009550188,0.07591122,0.0,0.0,0.0,-1.0
295886983,295886760,0.004005018,0.0011330977,-0.009082329,0.07735981,0.0,0.0,0.0,-1.0
295935679,295935444,-0.0036817577,-0.01992313,-0.011868685,0.07735981,0.0,0.0,0.0,-1.0
295988102,295987876,-0.00675608,-0.031218946,-0.011782777,0.07735981,0.0,0.0,0.0,-1.0
296038036,296037802,-0.0014026817,0.0068943244,-0.01347244,0.07735981,0.0,0.0,0.0,-1.0
296086716,296086484,0.003913254,0.020771582,-0.013439192,0.07735981,0.0,0.0,0.0,-1.0
296135395,296135167,-0.00052560924,-0.006465256,-0.014030839,0.07735981,0.0,0.0,0.0,-1.0
296187822,296187595,-0.002221414,-0.026565753,-0.012828989,0.07735981,0.0,0.0,0.0,-1.0
296236512,296236279,0.0015506417,0.013607017,-0.01128224,0.07735981,0.0,0.0,0.0,-1.0
296286437,296286209,-0.0003507905,0.038716063,-0.011126151,0.07735981,0.0,0.0,0.0,-1.0
296338865,296338637,0.0038053116,0.001040895,-0.011051607,0.07735981,0.0,0.0,0.0,-1.0
296387551,296387319,0.001845943,-0.008901096,-0.0096658105,0.07735981,0.0,0.0,0.0,-1.0
296436227,296436002,0.0028153514,-0.008561329,-0.008303576,0.07735981,0.0,0.0,0.0,-1.0
296484977,296484747,-0.0073766857,0.0056190845,-0.00904177,0.07880841,0.0,0.0,0.0,-1.0
296538588,296538361,-0.0039902274,0.020918872,-0.01253237,0.0846028,0.0,0.0,0.0,-1.0
