timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,data_source
293448214,293447386,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
293729538,293729096,-0.0,0.0,0.0,0.943662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
293749794,293749356,-0.0,0.0,0.0,0.80046946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
293923760,293923050,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
294055693,294055257,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
294291069,294290640,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
294439645,294439219,-0.0,0.0,0.02686916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
294718141,294717717,-0.0,0.0,0.05724299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
294933409,294932701,-0.0,0.0,0.05724299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
295058714,295058291,-0.0,0.0,0.05724299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
295339547,295339119,-0.0,0.0,0.060747664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
295402508,295402056,-0.0,0.0,0.08411215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
295707791,295707284,-0.0,0.0,0.10280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
295837853,295837429,-0.0,0.0,0.10864486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
296117311,296116887,0.028436018,0.0,0.10864486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
296336529,296336087,0.073459715,0.0,0.10864486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
296530951,296530517,0.016587678,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
296726397,296725973,-0.0,0.0,0.13200934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
296921614,296920723,-0.0,0.0,0.13200934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297095875,297095451,-0.0,0.0,0.13200934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297315589,297315159,-0.0,0.0,0.14018692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297530821,297530382,-0.0,0.0,0.15771028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297725139,297724711,-0.0,0.0,0.16238318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297901084,297900657,0.0047393367,0.0,0.16238318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
298122839,298122321,-0.0,0.03073286,0.14135514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
298334678,298334224,0.0071090045,0.03073286,0.14719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
298529007,298528501,0.0521327,0.07328605,0.1495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
298726377,298725948,0.08530806,0.03782506,0.14018692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
298896468,298896014,0.13033175,0.01891253,0.14018692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
299114290,299113868,0.15165877,0.0,0.12850468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
299329586,299329146,0.17298578,0.0023640662,0.13084112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
299482129,299481623,0.18957347,0.11111111,0.13901868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
299717993,299717467,0.1943128,0.1252955,0.1542056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
299935309,299934787,0.15876777,0.03073286,0.15771028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
300108210,300107544,0.12796208,0.0,0.14602804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
300326438,300326015,0.16587678,0.040189125,0.1495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
300520524,300520035,0.15165877,0.04255319,0.1495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
300738558,300738118,0.1421801,0.021276595,0.1542056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
300935426,300934878,0.13033175,0.014184397,0.14836448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
301129425,301128949,0.12796208,0.03309693,0.14602804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
301324580,301324117,0.028436018,0.026004728,0.14836448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
301519045,301518378,0.0047393367,0.04964539,0.14836448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
301714604,301714177,-0.0,0.040189125,0.14836448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
301930973,301930514,-0.0,0.0,0.14836448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
302128184,302127722,-0.0,-0.03773585,0.14836448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
302318204,302317704,-0.0,-0.07783019,0.15070094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
302517428,302517003,-0.0,-0.0495283,0.15070094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
302727816,302727392,-0.0,0.0,0.14369158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
302881295,302880635,-0.0,0.0,0.1448598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
303121696,303121222,-0.0,-0.016509434,0.1448598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
303332547,303332118,0.016587678,0.0,0.1635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
303528179,303527753,0.028436018,0.0,0.1635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
303723005,303722575,0.056872036,0.0,0.14836448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
303919187,303918754,0.061611373,0.0,0.14719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304112988,304112527,0.09478673,0.0,0.14252336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304225656,304225222,0.09241706,0.0,0.14369158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304531968,304531542,0.08293839,0.0,0.14719626,0.0023474179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304719709,304719278,0.08056872,0.0,0.15771028,0.028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304936333,304935907,0.06398104,0.0,0.16238318,0.09859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
305130204,305129780,0.07109005,0.0,0.16238318,0.09154929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
305329133,305328706,0.07109005,0.0,0.14135514,0.032863848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
305524511,305524086,0.06872038,0.0,0.13901868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
305695307,305694879,0.0521327,0.0,0.15537383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
305933756,305933291,0.0521327,0.0,0.17523365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
306128491,306128069,0.049763035,0.0,0.1495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
306303343,306302920,0.073459715,0.0,0.1635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
306524066,306523635,0.073459715,0.0,0.1495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
306678847,306678424,0.073459715,0.0,0.15771028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
306918705,306918110,0.061611373,0.0,0.15654206,0.016431924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
307116982,307116421,0.06635071,0.0,0.13901868,0.049295776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
307334900,307334472,0.07819905,0.0,0.13317756,0.05399061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
307529236,307528808,0.11374407,0.0,0.15303738,0.037558686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
307725866,307725284,0.11848341,0.0,0.17406543,0.01173709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
307920208,307919751,0.1563981,0.0,0.18341121,0.0023474179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
308129728,308129306,0.18246445,0.0,0.15771028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
308325814,308325389,0.18246445,0.0,0.13668224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
308520418,308519988,0.17061612,0.0,0.13317756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
308673928,308673499,0.1943128,0.0,0.1495327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
308935815,308935386,0.18483412,0.0,0.1542056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309129535,309129111,0.1800948,0.0,0.16121495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309322790,309322363,0.18957347,0.0,0.1635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309513800,309513377,0.1800948,0.0,0.1635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309733613,309733186,0.18483412,0.0,0.1635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
