timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
293532988,293532518,-0.83273804,-0.0031256843,0.0023473415,0.55365354,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
293537982,293537505,-0.8327385,-0.0031110183,0.0023370753,0.55365276,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
294037226,294036816,-0.8331224,-0.0031654863,0.0023824214,0.5530746,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
294536581,294536125,-0.8333061,-0.0031469685,0.002350657,0.5527981,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
295035882,295035436,-0.8321775,-0.00598873,-0.0010528698,0.5544759,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
295535224,295534746,-0.83181214,-0.006919425,-0.003327471,0.55500424,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
296034566,296034057,-0.83717144,-0.0062639234,-0.012557681,0.54676044,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
296538810,296538361,-0.8383014,0.015755845,0.020212073,0.54460454,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
297038136,297037673,-0.8383195,-0.005072234,0.0017962488,0.5451527,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
297537381,297536981,-0.8353479,0.0032037117,6.628953e-05,0.5497123,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
298036714,298036295,-0.838923,-0.0005623293,-0.0030337384,0.54424167,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
298536060,298535606,-0.84277254,-0.0015486442,0.0036620784,0.5382552,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
299035337,299034921,-0.8438901,0.010523931,0.024073446,0.5358725,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
299534640,299534229,-0.8402295,0.016131634,0.026640689,0.5413358,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
300033963,300033541,-0.83911926,0.00449941,0.03448955,0.5428345,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
300538301,300537846,-0.8388675,0.011386481,0.021103133,0.5438072,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
301037560,301037158,-0.83877593,0.010787374,0.020407641,0.54398733,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
301536916,301536470,-0.8374425,0.00030593638,0.011134319,0.5464118,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
302036222,302035782,-0.837834,-0.0014365336,-0.00015372952,0.54592323,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
302535555,302535095,-0.8385986,0.013184794,-0.005020756,0.5445671,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
303034855,303034408,-0.83939457,-0.0019821324,0.0011758178,0.54351777,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
303534125,303533723,-0.8402331,0.003336827,0.0015046529,0.5422131,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
304038462,304038025,-0.84014404,0.0065778224,0.009562225,0.54223937,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
304537742,304537339,-0.8388445,0.009362343,0.012544763,0.5441461,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
305037067,305036667,-0.8438195,0.005591258,0.010092872,0.53650314,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
305536555,305535964,-0.86950696,0.005486061,0.010903167,0.49376997,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
306035681,306035277,-0.8761283,0.004649529,0.008457738,0.48198143,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
306534999,306534591,-0.87311864,0.0069733206,0.011033257,0.48733306,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
307034342,307033903,-0.8704448,0.0067499424,0.008168032,0.49215204,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
307538606,307538209,-0.8796811,0.0067070387,0.010563023,0.47539958,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
308037963,308037523,-0.89132607,0.012834554,0.02376355,0.4525578,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
308537258,308536854,-0.89280236,0.015176895,0.026159326,0.44943234,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
309036572,309036175,-0.8898534,0.0045953593,0.027045734,0.45542118,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
309535946,309535464,-0.88790625,0.018396623,0.030097581,0.45866996,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
310035189,310034777,-0.88907576,0.013104854,0.02750868,0.45674473,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
310534572,310534091,-0.89564794,0.008944426,0.019995764,0.44422412,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
311038858,311038403,-0.9020169,0.012593312,0.022748662,0.43091702,0.99998873,-7.2879014e-10,-1.3214303e-10,-0.0047607017,3
312032474,312032032,0.9949585,-0.0036999742,-0.027153736,-0.096470565,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
312536746,312536339,0.9920625,0.0006403599,-0.025819395,-0.1230647,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
313036108,313035658,0.9944979,0.0025393367,-0.022697063,-0.102237,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
313535471,313534967,0.9983827,0.00026232286,-0.022878975,-0.052044187,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
314034717,314034312,0.998624,0.004938328,-0.017747968,-0.049099833,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
314538981,314538588,0.99752575,-0.0037092818,-0.020147767,-0.06725078,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
315038329,315037931,0.99684566,-0.0011687308,-0.018484166,-0.077173695,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
315537697,315537217,0.99640197,-0.0066429637,-0.01837026,-0.08247155,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
316036983,316036531,0.9966899,-0.01934547,-0.010226112,-0.078297876,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
316536287,316535845,0.9965543,-0.0048139133,-0.025058586,-0.07892017,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
317035560,317035159,0.9972701,-0.0038654518,-0.0242851,-0.06962547,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
317534878,317534474,0.99758816,0.0006038952,-0.016941836,-0.067308754,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
318039204,318038784,0.996831,0.01043327,-0.025353579,-0.07467489,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
318538506,318538095,0.9958015,0.008617177,-0.023443377,-0.08806511,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
319037855,319037410,0.9947915,-0.0041443175,-0.027821254,-0.09797279,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
319537127,319536724,0.9950064,0.00324292,-0.027064096,-0.0960176,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
320036474,320036038,0.9954528,-0.003767536,-0.027149359,-0.09122778,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
320535841,320535354,0.9963461,-0.00032539124,-0.025900815,-0.08138426,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
321035084,321034668,0.9952499,-0.0052254032,-0.027258668,-0.09331248,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
321539461,321538975,0.99134153,-0.003399989,-0.025846284,-0.12869531,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
322038753,322038289,0.9889973,-0.0011662196,-0.022272939,-0.14624275,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
322533024,322532612,0.9899249,9.6129035e-05,-0.017037803,-0.14056438,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
323037479,323036918,0.99108946,-0.0032769055,-0.023709629,-0.13102974,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
323536666,323536232,0.9904489,-0.00074773846,-0.022162313,-0.13608551,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
324035948,324035547,0.9890382,-0.0060815164,-0.020677803,-0.14607875,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
324535315,324534861,0.9891121,-0.00029571314,-0.018971154,-0.14593643,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
325034576,325034177,0.98942655,0.0001632819,-0.021628793,-0.14341314,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
325538943,325538484,0.98922646,0.003937193,-0.019957248,-0.1449734,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
326038192,326037798,0.98935884,-0.0015630149,-0.020460756,-0.14404137,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
326532522,326532119,0.9896255,-0.0011763406,-0.022795843,-0.14184663,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
327036930,327036427,0.98964775,-0.0022481475,-0.024882263,-0.14132667,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
327536217,327535744,0.9898385,0.0052225767,-0.02335724,-0.14016826,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
328035459,328035056,0.98954356,0.007453414,-0.024890535,-0.14187542,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
328534836,328534370,0.9889671,0.00084425387,-0.023389366,-0.14627512,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
329039075,329038678,0.98848444,-0.0072438437,-0.019629506,-0.14986928,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
329538402,329537993,0.9884336,-0.013768709,-0.008169821,-0.15080748,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
330032720,330032314,0.9886351,-0.0009143692,-0.019952986,-0.1490027,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
330537027,330536622,0.98905784,0.002296832,-0.021522088,-0.14593238,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
331036456,331035935,0.98908967,-0.0044505484,-0.019014826,-0.14601493,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
331535724,331535279,0.98897105,0.0001962259,-0.02247989,-0.1463932,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
332034977,332034565,0.98854285,-0.002596448,-0.018924013,-0.1497276,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
332539319,332538873,0.9882435,0.0021949974,-0.025010573,-0.15081255,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
333038586,333038185,0.9888849,-0.0030049512,-0.022862045,-0.1468846,-0.95200104,-1.7576457e-09,1.6729125e-10,-0.30609518,4
