timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
310534988,310534091,-0.8958224,0.009568449,0.020955143,0.44381478,0.6513368,-0.34744933,0.24350564,1.1664559,-0.13899949,-9.736123,-6.2293034e-06,1.0385999e-05,-6.3167914e-05,0.00041152604,0.00026409843,-0.0027392409,0.2766044,0.021805475,0.23827493,-0.038596474,-0.046909757,-0.041711815,0.0,0.0,1.2407539e-05,1.5972108e-05,1.6252647e-05,2.1828158e-05,0.24206837,0.24185924,0.018710636,6.860656,6.868667,0.265312,2.7815052e-11,2.8036384e-11,3.2643603e-11,6.179166e-08,5.000133e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
315532970,315532260,0.99649435,-0.0031207148,-0.019753799,-0.081234924,0.45744503,-0.12828648,0.79286206,1.8924464,-0.62102157,-8.483134,-5.34537e-06,9.185905e-06,-7.903463e-05,0.00042374298,0.00027120157,-0.0028098614,0.34299126,-1.0222654e-09,0.17773259,-0.038596474,-0.046909757,-0.041711815,0.0,0.0,8.477969e-06,1.9775855e-05,2.0007203e-05,0.00012387062,0.2031285,0.20171478,0.046198394,6.186496,6.182799,0.29905444,2.937118e-11,2.9643597e-11,3.5690034e-11,6.151022e-08,5.0001066e-08,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
316536720,316535845,0.9961785,-0.0028048742,-0.028905353,-0.08237075,0.28559518,-0.3262659,0.950681,1.692668,-0.6590958,-8.3113165,-5.1228476e-06,8.9297655e-06,-7.9076315e-05,0.00043096003,0.0002705051,-0.0027506826,0.34299126,-1.0222654e-09,0.17773259,-0.038596474,-0.046909757,-0.041711815,0.0,0.0,7.4364134e-06,2.061241e-05,2.0791878e-05,9.9134915e-05,0.2279736,0.22590229,0.055045117,6.0045342,5.9982395,0.33158058,2.9821194e-11,3.0099895e-11,3.6603155e-11,6.145022e-08,5.000071e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
318538879,318538095,0.9956951,0.009994077,-0.023559486,-0.08908578,0.2940443,-0.1707074,0.5013041,1.3662322,-0.891003,-8.568444,-4.835921e-06,8.473587e-06,-7.6899e-05,0.00044379322,0.00026733294,-0.002626343,0.34299126,-1.0222654e-09,0.17773259,-0.038596474,-0.046909757,-0.041711815,0.0,0.0,5.0443937e-06,2.1864627e-05,2.20436e-05,7.185602e-05,0.3123241,0.30919772,0.058191516,6.3625617,6.3468947,0.39213005,3.101158e-11,3.130544e-11,3.8470126e-11,6.124063e-08,5.0001802e-08,5.000017e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
319537504,319536724,0.9945071,0.0056971717,-0.027906742,-0.10072014,0.32883486,-0.08306257,0.7977917,1.247799,-0.74783516,-8.726504,-4.718069e-06,8.2669185e-06,-7.4730575e-05,0.00044993582,0.00026518514,-0.002572448,0.34299126,-1.0222654e-09,0.17773259,-0.038596474,-0.046909757,-0.041711815,0.0,0.0,4.07784e-06,2.2045006e-05,2.218845e-05,6.358346e-05,0.34557968,0.34245485,0.05213776,6.5079513,6.4883747,0.394494,3.164777e-11,3.195401e-11,3.937065e-11,6.1054614e-08,5.000135e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
320536165,320535354,0.9959634,-0.0013400861,-0.025717024,-0.08598711,0.33469066,-0.072514065,0.49090865,1.1823972,-0.60400534,-8.742541,-4.6058685e-06,8.108866e-06,-7.237169e-05,0.00045582998,0.00026329613,-0.0025311199,0.34299126,-1.0222654e-09,0.17773259,-0.038596474,-0.046909757,-0.041711815,0.0,0.0,3.3191723e-06,2.1897631e-05,2.2017928e-05,5.738471e-05,0.37721345,0.37449136,0.047186807,6.701873,6.6802115,0.39797872,3.2334566e-11,3.265651e-11,4.0230333e-11,6.0828015e-08,5.0000896e-08,5.000025e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
353535887,353535000,0.9859205,-0.0031072602,-0.017705804,-0.16624555,0.071138315,-0.13585079,0.752127,0.6328492,-0.4644204,-7.1426497,-2.8353327e-06,1.0229427e-05,-3.493469e-05,0.0005219731,0.00025308883,-0.002071556,0.34299126,-1.0222654e-09,0.17773259,-0.038596474,-0.046909757,-0.041711815,0.0,0.0,2.4076126e-06,1.9102263e-05,1.9358993e-05,3.700082e-05,0.3449148,0.3449802,0.011102863,7.345089,7.3442254,0.22497101,2.9370822e-11,2.9357017e-11,3.9762103e-11,5.7561394e-08,5.0000093e-08,5.000162e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
363538639,363536213,0.9642814,-0.008775007,-0.006856801,-0.264646,0.028422788,-0.63919014,0.484249,0.4375403,-0.4954837,-7.510162,-1.7629056e-06,9.921475e-06,-1.4393865e-05,0.00052360864,0.00025392088,-0.0019871476,0.34800005,0.0006035135,0.22077358,-0.0485232,-0.018850394,0.002828717,0.0,0.0,3.5944702e-06,1.8471274e-05,1.8640358e-05,3.7330374e-05,0.34411812,0.34446064,0.010381476,7.585323,7.5896535,0.2142759,2.8786135e-11,2.8738381e-11,3.6138557e-11,5.7433294e-08,5.0001116e-08,5.001891e-08,0.0012629505,4.4118497e-05,0.0012779784,0.0010396158,0.00040474432,0.0012747821,0.0,0.0,24
364537147,364534834,0.92281675,-0.0153733585,-0.029593,-0.38379306,-0.038047437,-0.5388006,0.82940805,0.27320257,-0.64374864,-7.5352483,-2.202975e-06,9.645995e-06,-1.3299054e-05,0.00052113604,0.000260533,-0.001979521,0.3494687,0.003079795,0.20483233,-0.067091644,-0.031786505,0.015534207,0.0,0.0,6.7219853e-06,1.8271025e-05,1.8413344e-05,3.7054266e-05,0.3364684,0.3365659,0.0103397295,7.4533334,7.45528,0.2127737,2.8721475e-11,2.8675527e-11,3.7002186e-11,5.74262e-08,5.0000317e-08,5.0021253e-08,0.0008540863,4.072259e-05,0.0012151295,0.00059703825,0.00035154168,0.0012153509,0.0,0.0,24
365534261,365533457,0.89311355,-0.019014824,-0.0017388907,-0.44942585,-0.51257855,-0.55187833,0.8211423,-0.05556658,-0.64519125,-7.458882,-2.6994937e-06,9.091038e-06,-1.1087256e-05,0.0005137807,0.0002712769,-0.0019729238,0.33502728,0.007476544,0.22246097,-0.06476487,-0.040966418,-0.0054093073,0.0,0.0,9.284542e-06,1.795064e-05,1.8129615e-05,3.727223e-05,0.3319148,0.33173245,0.010453487,7.319905,7.3187985,0.2150834,2.8658484e-11,2.860894e-11,3.7776084e-11,5.7422195e-08,5.0000207e-08,5.0024678e-08,0.00055451447,3.7463906e-05,0.0011618397,0.00035086,0.0002807813,0.0011593314,0.0,0.0,24
