timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
293536311,293535766,0.0,0.0,0.0,0.3020537,0.3020568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5083475,0.0,0.0,nan,0.0,0.0,0.09013694,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
294032834,294031582,0.0,0.0,0.0,0.30219683,0.30219993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.508017,0.0,0.0,nan,0.0,0.0,0.09013684,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
294528112,294527664,0.0,0.0,0.0,0.30199856,0.30200157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.508274,0.0,0.0,nan,0.0,0.0,0.09013685,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
295037520,295036952,0.0,0.0,0.0,100.062935,100.062935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.507982,0.0,0.0,nan,0.0,0.0,0.09013695,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
295537733,295537072,0.0,0.0,0.0,100.09157,100.09159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.508607,0.0,0.0,nan,0.0,0.0,0.090137005,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
296033687,296033076,0.0,0.0,0.0,100.13019,100.13027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.506818,0.0,0.0,nan,0.0,0.0,0.09013703,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
296534513,296533219,0.0,0.0,0.0,100.21667,100.217064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.507497,0.0,0.0,nan,0.0,0.0,0.090137124,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
297029784,297029197,0.0,0.0,0.0,100.29534,100.2962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.50707,0.0,0.0,nan,0.0,0.0,0.090137295,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
297538914,297538498,0.0,0.0,0.0,100.45715,100.45938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.507225,0.0,0.0,nan,0.0,0.0,0.09013736,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
298034596,298034206,0.0,0.0,0.0,100.6021,100.60587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.506796,0.0,0.0,nan,0.0,0.0,0.09013738,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
298535226,298534623,0.0,0.0,0.0,100.78082,100.78677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505929,0.0,0.0,nan,0.0,0.0,0.090137295,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
299036282,299034860,0.0,0.0,0.0,101.112076,101.12259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.506493,0.0,0.0,nan,0.0,0.0,0.0901374,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
299531208,299530756,0.0,0.0,0.0,101.38573,101.40033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.507076,0.0,0.0,nan,0.0,0.0,0.09013734,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
300036174,300035517,0.0,0.0,0.0,101.848885,101.87068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505192,0.0,0.0,nan,0.0,0.0,0.09013731,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
300536221,300535847,0.0,0.0,0.0,102.203674,102.23102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505727,0.0,0.0,nan,0.0,0.0,0.09013727,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
301032201,301031667,0.0,0.0,0.0,102.60053,102.633965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505314,0.0,0.0,nan,0.0,0.0,0.090137154,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
301537423,301536736,0.0,0.0,0.0,103.224464,103.26677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504598,0.0,0.0,nan,0.0,0.0,0.09013707,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
302037618,302036876,0.0,0.0,0.0,103.6482,103.695816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5054035,0.0,0.0,nan,0.0,0.0,0.09013691,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
302533386,302532860,0.0,0.0,0.0,104.266,104.319824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505203,0.0,0.0,nan,0.0,0.0,0.090136856,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
303033616,303032980,0.0,0.0,0.0,104.66348,104.7202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5060005,0.0,0.0,nan,0.0,0.0,0.09013666,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
303529796,303528989,0.0,0.0,0.0,105.20055,105.25923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504651,0.0,0.0,nan,0.0,0.0,0.090136304,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
304039028,304038281,0.0,0.0,0.0,105.545204,105.60407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505763,0.0,0.0,nan,0.0,0.0,0.0901362,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
304539263,304538520,0.0,0.0,0.0,105.85028,105.90818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505879,0.0,0.0,nan,0.0,0.0,0.09013594,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
305034913,305034414,0.0,0.0,0.0,106.18586,106.240135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.505854,0.0,0.0,nan,0.0,0.0,0.09013559,0.002505522,0.0025107213,0.0025098454,0.0,0.0,0.0,0.0,0.0
