timestamp,load,ram_usage
293046281,0.42944288,0.52758884
293546323,0.59926677,0.5276894
294046391,0.5105965,0.5276894
294546696,0.515632,0.5276894
295046321,0.48618203,0.5276894
296046281,0.48551875,0.5276894
297046332,0.48064297,0.5276894
298046348,0.48168182,0.5276894
299046283,0.4796118,0.5276894
299546285,0.50039804,0.5276894
300046475,0.4943112,0.5276894
301046284,0.48623002,0.5276894
301546335,0.493464,0.5276894
302046759,0.4908117,0.5276894
303046363,0.48619092,0.5276894
303546289,0.49833202,0.5276894
304046283,0.50165606,0.5276894
305046283,0.48951602,0.5276894
305546625,0.50082445,0.5276894
306046337,0.48583043,0.5276894
307046309,0.4818163,0.5276894
307546333,0.493555,0.5276894
308046316,0.48634,0.5276894
308546503,0.4937837,0.5276894
309046936,0.4790241,0.5276894
309546485,0.48963255,0.5276894
310046417,0.4975916,0.5276894
311046324,0.5747035,0.5276894
312046358,0.72180796,0.5276894
313046725,0.48338675,0.5276894
314046418,0.48956567,0.5276894
314546384,0.4840507,0.5276894
315046377,0.49070734,0.5276894
315546400,0.484681,0.5276894
316547227,0.4889201,0.5276894
317046285,0.48779804,0.5276894
317546282,0.48550898,0.5276894
318046356,0.48044693,0.5276894
318546313,0.48676705,0.5276894
319546333,0.485309,0.5276894
320047019,0.48575294,0.5276894
320546552,0.4874844,0.5276894
321046709,0.49288166,0.5276894
321546288,0.49124724,0.5276894
322046284,0.48297,0.5276894
323046403,0.47921628,0.5276894
324046674,0.48631883,0.5276894
324546421,0.48377955,0.5276894
325046308,0.49116236,0.5276894
325546639,0.48526394,0.5276894
326046356,0.48005474,0.5276894
327046333,0.48963994,0.5276894
328046389,0.4796344,0.5276894
329046288,0.48656374,0.5276894
330047110,0.49234557,0.5276894
331046593,0.48526698,0.5276894
331546405,0.4862278,0.5276894
332046321,0.4868158,0.5276894
333046368,0.48870677,0.5276894
333546309,0.4865427,0.5276894
334046281,0.488392,0.5276894
335046344,0.4854011,0.5276894
335546402,0.49374443,0.5276894
336046366,0.4874642,0.5276894
336546660,0.49574614,0.5276894
337046280,0.47687286,0.5276894
338046280,0.48475194,0.5276894
339046361,0.47792637,0.5276894
339546284,0.4856302,0.5276894
340046422,0.4821769,0.5276894
341046361,0.49254137,0.5276894
342046476,0.49454612,0.5276894
343046757,0.48687953,0.5276894
344046334,0.49366885,0.5276894
345046331,0.475138,0.5276894
345546629,0.48758763,0.5276894
346046351,0.4790433,0.5276894
346546373,0.48131466,0.5276894
347046282,0.48227865,0.5276894
348046359,0.48239088,0.5276894
349046281,0.49315798,0.5276894
350046707,0.48007447,0.5276894
351046413,0.4812169,0.5276894
352046282,0.4901107,0.5276894
352546333,0.493536,0.5276894
353046957,0.48373693,0.5276894
354046389,0.47830737,0.5276894
355046281,0.48940194,0.5276894
356046377,0.48068714,0.5276894
357046894,0.48159063,0.5276894
358046351,0.474721,0.5276894
359046282,0.483257,0.5276894
359546281,0.48243397,0.5276894
360046806,0.49723387,0.5276894
361046301,0.47760463,0.5276894
362046362,0.4818331,0.5276894
363046409,0.4862854,0.5276894
363546358,0.59542155,0.5276894
364048691,0.6137059,0.5276894
364546682,0.6030617,0.5276894
365047773,0.61474484,0.5276894
365546553,0.60507894,0.5276894
366046343,0.6101416,0.5276894
366546324,0.600406,0.5276894
367046283,0.60301805,0.5276894
368046313,0.78484976,0.5276894
368547310,0.75159824,0.5276894
369546317,0.6081668,0.5276894
370046308,0.59728134,0.5276894
370546336,0.60174847,0.5276894
371047081,0.5416143,0.5276894
371546287,0.49171478,0.5276894
372046335,0.48836595,0.5276894
373046281,0.48142803,0.5276894
374046281,0.4789856,0.5276894
374546841,0.48588634,0.5276894
375046705,0.4906639,0.5276894
376046281,0.48950136,0.5276894
377046354,0.4806239,0.5276894
378047304,0.4899556,0.5276894
379046441,0.4824463,0.5276894
379546345,0.48940575,0.5276894
380046341,0.48921227,0.5276894
381046331,0.490125,0.5276894
381546282,0.491247,0.5276894
382046357,0.49179626,0.5276894
383046283,0.486261,0.5276894
384046471,0.49614006,0.5276894
384546400,0.494025,0.5276894
385047433,0.48578006,0.5276894
386046285,0.4833209,0.5276894
387046343,0.48310626,0.5276894
388046383,0.497922,0.5276894
389046564,0.48321575,0.5276894
390046338,0.48281503,0.5276894
390546309,0.485192,0.5276894
391046301,0.48815143,0.5276894
392046935,0.48718703,0.5276894
393046567,0.48919618,0.5276894
394046309,0.48359036,0.5276894
395046301,0.48123902,0.5276894
396046356,0.47946692,0.5276894
397046642,0.4820733,0.5276894
397546336,0.4938888,0.5276894
398046353,0.48009473,0.5276894
399046501,0.4825486,0.5276894
400046291,0.49265814,0.5276894
401046284,0.49031448,0.5276894
402046334,0.48270303,0.5276894
402546340,0.49636942,0.5276894
403046283,0.48605037,0.5276894
404046287,0.48646802,0.5276894
405046385,0.48000634,0.5276894
405546614,0.48898315,0.5276894
406046757,0.49271017,0.5276894
407046566,0.48859227,0.5276894
407546287,0.59912395,0.5276894
408046336,0.6021984,0.5276894
408546850,0.6061251,0.5276894
409046305,0.59761053,0.5276894
410046385,0.5994113,0.5276894
410546820,0.61197007,0.5276894
411046532,0.5990762,0.5276894
411546317,0.60399616,0.5276894
412049583,0.60816026,0.5276894
412546769,0.6039888,0.5276894
413046972,0.6045034,0.5276894
413546311,0.52415717,0.5276894
414046709,0.48223788,0.5276894
414546286,0.4897411,0.5276894
415046481,0.4940123,0.5276894
416546282,0.5125039,0.5276894
417046332,0.49141103,0.5276894
417546332,0.48392034,0.5276894
418046315,0.47364902,0.5276894
418546577,0.48739767,0.5276894
419046389,0.48619473,0.5276894
420046999,0.48230517,0.5276894
421046282,0.48515493,0.5276894
421546804,0.48439932,0.5276894
422046313,0.4913169,0.5276894
423046480,0.4895177,0.5276894
424046286,0.48891312,0.5276894
425046855,0.48319012,0.5276894
425546286,0.4877671,0.5276894
426046437,0.4910127,0.5276894
427046451,0.4843561,0.5276894
428046282,0.49378395,0.5276894
429046332,0.47810155,0.5276894
430046281,0.48482585,0.5276894
430546368,0.487032,0.5276894
431046281,0.49536097,0.5276894
432046798,0.4848706,0.5276894
432546433,0.49004567,0.5276894
433046685,0.483598,0.5276894
434046936,0.49180156,0.5276894
435046340,0.492876,0.5276894
436046285,0.47602212,0.5276894
437046283,0.48016798,0.5276894
438046331,0.48945105,0.5276894
439046292,0.48597926,0.5276894
440046463,0.48635578,0.5276894
440546334,0.48592377,0.5276894
441046661,0.4894632,0.5276894
441546281,0.4897964,0.5276894
442046282,0.48275203,0.5276894
443046320,0.49219763,0.5276894
444046412,0.48090482,0.5276894
445046283,0.49124265,0.5276894
446046285,0.48252106,0.5276894
447046768,0.47312605,0.5276894
448047114,0.4917395,0.5276894
449046283,0.4801293,0.5276894
450046463,0.48017025,0.5276894
451046281,0.48638958,0.5276894
452046281,0.48126704,0.5276894
453046385,0.48987204,0.5276894
454046433,0.48514527,0.5276894
455047242,0.48472852,0.5276894
456046419,0.48641562,0.5276894
457046841,0.59958166,0.5276894
458046288,0.48221827,0.5276894
459046335,0.476036,0.5276894
460546682,0.6111362,0.5276894
461048308,0.6031735,0.5276894
462046971,0.5966952,0.5276894
462546284,0.60620815,0.5276894
463046284,0.6024552,0.5276894
464046691,0.6056051,0.5276894
464546514,0.6047416,0.5276894
465046560,0.5551638,0.5276894
465546291,0.4842884,0.5276894
466046292,0.48224717,0.5276894
467046346,0.47815913,0.5276894
468047039,0.48282474,0.5276894
468546447,0.48732197,0.5276894
469046499,0.4880985,0.5276894
470046352,0.48802394,0.5276894
471046762,0.49200296,0.5276894
473046284,0.64527667,0.5276894
473546282,0.486946,0.5276894
474046367,0.48759663,0.5276894
474546292,0.48608828,0.5276894
475046284,0.48812908,0.5276894
475546577,0.48810697,0.5276894
476046682,0.4899708,0.5276894
477046332,0.4783597,0.5276894
478046307,0.48934793,0.5276894
479046458,0.49418795,0.5276894
480046356,0.48189992,0.5276894
480546327,0.4944172,0.5276894
481046283,0.4857698,0.5276894
482046383,0.48699462,0.5276894
483046355,0.48737663,0.5276894
483546851,0.48167276,0.5276894
484046282,0.49222374,0.5276894
485046302,0.4810077,0.5276894
486046482,0.4814204,0.5276894
486546282,0.48333663,0.5276894
487046318,0.49493235,0.5276894
488046299,0.48325157,0.5276894
489046346,0.49208474,0.5276894
490046315,0.4893638,0.5276894
490546889,0.4898113,0.5276894
491046450,0.4768389,0.5276894
492046385,0.488131,0.5276894
493046316,0.48771256,0.5276894
494046487,0.48703498,0.5276894
494546328,0.48611534,0.5276894
495046333,0.48355746,0.5276894
496046918,0.48504597,0.5276894
496546891,0.48837245,0.5276894
497046282,0.4901917,0.5276894
498046771,0.49223226,0.5276894
499046282,0.486126,0.5276894
499546436,0.48121458,0.5276894
500046436,0.49473804,0.5276894
501046490,0.48738295,0.5276894
502046307,0.48134094,0.5276894
503046508,0.48053974,0.5276894
503546929,0.54066074,0.5276894
504047637,0.6117941,0.5276894
504546289,0.59684575,0.5276894
505046769,0.5956031,0.5276894
506046281,0.60133284,0.5276894
506546537,0.6025795,0.5276894
507547488,0.599265,0.5276894
508046309,0.5345801,0.5276894
508546334,0.49598277,0.5276894
509546282,0.48793846,0.5276894
510046692,0.48480022,0.5276894
511046294,0.48579407,0.5276894
512046283,0.48776305,0.5276894
512546930,0.491579,0.5276894
513046342,0.4769712,0.5276894
514046284,0.48343432,0.5276894
514546394,0.48160195,0.5276894
515046281,0.48527896,0.5276894
516046576,0.48537093,0.5276894
517046996,0.49029958,0.5276894
517546605,0.49392128,0.5276894
518046288,0.4852805,0.5276894
519046364,0.48579973,0.5276894
520046281,0.48153943,0.5276894
521046432,0.48784888,0.5276894
521546289,0.48171282,0.5276894
522046411,0.48746246,0.5276894
523046296,0.74520767,0.5276894
523546335,0.4869066,0.5276894
524046680,0.4803264,0.5276894
524546389,0.52043724,0.5276894
525046406,0.6044327,0.5276894
525546282,0.58488554,0.5276894
526046404,0.481556,0.5276894
526546869,0.48252946,0.5276894
527046282,0.4904378,0.5276894
527546944,0.48734897,0.5276894
528046452,0.47778398,0.5276894
529046280,0.48992413,0.5276894
530046310,0.48637497,0.5276894
531046787,0.492001,0.5276894
532046366,0.48213214,0.5276894
532546435,0.49305493,0.5276894
533046316,0.47322977,0.5276894
533546283,0.48786503,0.5276894
534046530,0.49271303,0.5276894
535046745,0.48997664,0.5276894
536046283,0.49077833,0.5276894
537046333,0.48069304,0.5276894
538046281,0.47871894,0.5276894
539046667,0.4927085,0.5276894
540046339,0.4852931,0.5276894
541046620,0.4778108,0.5276894
542046318,0.48759025,0.5276894
543046333,0.488178,0.5276894
544046281,0.48945498,0.5276894
545046310,0.48210698,0.5276894
546046792,0.4928071,0.5276894
547046316,0.6427802,0.5276894
547546352,0.49310482,0.5276894
548046336,0.49785715,0.5276894
548546280,0.48814768,0.5276894
549046476,0.49649978,0.5276894
