timestamp,load,ram_usage
549546284,0.47523677,0.5276894
550046282,0.493845,0.5276894
550546395,0.49329555,0.5276894
551046283,0.48907417,0.5276894
552046522,0.485439,0.5276894
553046285,0.4837889,0.5276894
554046429,0.48467028,0.5276894
555046838,0.49200588,0.5276894
555546283,0.48606753,0.5276894
556047815,0.4850219,0.5276894
557046284,0.47658658,0.5276894
558046476,0.48583007,0.5276894
559046281,0.48281896,0.5276894
560046313,0.47853488,0.5276894
561046524,0.48727208,0.5276894
562046804,0.4804762,0.5276894
563047700,0.50092554,0.5276894
564046414,0.48583,0.5276894
565046282,0.5389849,0.5276894
