timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
293536224,293535766,0,nan,nan,0.003934336,0.010564238,-8.42553,0.0,0.0,-0.00012689829,-0.008601058,0.021941366,0.15167187,0.11056919,-0.0063445233,0.013964439,-0.020002015,0.05022792,-0.20923895,-0.020098342,-1.1724584,-0.009342181,nan,0.1,0.31446773,0.50594175,0.17815314,0.12695147,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
294031981,294031582,0,nan,nan,-0.015829774,0.026992248,-8.395699,0.0,0.0,-0.00012689829,-0.06865013,0.06251576,0.16888568,0.106935106,-0.0063445233,0.013964439,-0.020002015,-0.8391353,0.0038502088,0.42451242,-1.1710097,-0.009342181,nan,0.1,0.29795125,0.50759697,0.1719907,0.12710148,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
294528076,294527664,0,nan,nan,-0.05600648,0.055981737,-8.39676,0.0,0.0,-0.00012689829,-0.1145237,0.09860528,0.17227401,0.06828278,-0.0063445233,0.013964439,-0.020002015,0.34627053,0.8596313,0.21883292,-1.1702814,-0.009342181,nan,0.1,0.30860114,0.5029324,0.17602506,0.1262908,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
295037483,295036952,0,nan,nan,-0.113472156,0.100380346,-8.400529,0.0,0.0,-0.00012689829,-0.15340899,0.13023362,0.18335497,0.055473734,-0.0063445233,0.013964439,-0.020002015,-0.13570829,-0.40755606,0.7907146,-1.1743273,-0.009342181,nan,0.1,0.35466668,0.50559086,0.19251935,0.12657517,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
295537697,295537072,0,nan,nan,-0.2035959,0.17134257,-8.375265,0.0,0.0,-0.00012689829,-0.21813357,0.18002729,0.16454524,0.043245364,-0.0063445233,0.013964439,-0.020002015,-0.13032266,0.30815277,-0.6242663,-1.1756933,-0.009342181,nan,0.1,0.44306007,0.50716573,0.22165282,0.1266679,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
296033642,296033076,0,nan,nan,-0.32822406,0.28554085,-8.331122,0.0,0.0,-0.00012689829,-0.2936281,0.29951468,0.13149713,0.032602336,-0.0063445233,0.013964439,-0.020002015,0.11086504,0.4066031,-0.26572144,-1.1563717,-0.009342181,nan,0.1,0.5454076,0.50251067,0.25325376,0.1258685,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
296534475,296533219,0,nan,nan,-0.50282115,0.43690675,-8.291124,0.0,0.0,-0.00012689829,-0.37545547,0.24175051,0.16484992,0.07240819,-0.0063445233,0.013964439,-0.020002015,-0.5317783,-1.1794444,0.52629054,-1.149828,-0.009342181,nan,0.1,0.66828436,0.5051098,0.28686765,0.12609357,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
297029748,297029197,0,nan,nan,-0.6871881,0.5249123,-8.2835,0.0,0.0,-0.00012689829,-0.39558494,0.16604571,0.14241937,0.04535548,-0.0063445233,0.013964439,-0.020002015,-0.621552,0.06987465,0.39000988,-1.1512892,-0.009342181,nan,0.1,0.80608666,0.5066552,0.32199892,0.12614615,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
298034551,298034206,0,nan,nan,-1.1889184,0.8434649,-8.322404,0.0,0.0,-0.00012689829,-0.64412546,0.45037916,-0.14078559,-0.27276236,-0.0063445233,0.013964439,-0.020002015,-0.44157606,0.12883332,-0.31031147,-1.1493967,-0.009342181,nan,0.140872,1.1252201,0.503458,0.39535105,0.12539595,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
299036245,299034860,0,nan,nan,-1.8459902,1.3138905,-8.683828,0.0,0.0,-0.00012689829,-0.70012254,0.55090886,-0.109004594,-0.28849992,-0.0063445233,0.013964439,-0.020002015,-0.05701289,-0.0655205,-0.09117204,-1.1290054,-0.009342181,nan,0.50229645,1.5043297,0.5012307,0.46913385,0.12478755,inf,inf,inf,inf,0,1,0,1,1,3,1,3,3,0,0,1,0
