timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
293473541,293472595,3932170,-0.00075167103,0.0011195921,0.0067749796,0.34906584,2.0504567e-09,2.0505875e-09,3.27533e-09,3932170,0.04163066,0.022044417,-0.14470717,0.4,6.852239e-06,5.003583e-06,5.0035555e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
293873154,293872045,3932170,-0.0007428988,0.0011168595,0.0066707917,0.34906584,2.048964e-09,2.0490944e-09,3.27659e-09,3932170,0.04164016,0.022049446,-0.1457305,0.4,6.8538025e-06,5.0047247e-06,5.0046974e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
294512107,294511159,3932170,-0.0007294521,0.0011125032,0.006507663,0.34906584,2.0504858e-09,2.050615e-09,3.2787186e-09,3932170,0.041648906,0.022054076,-0.14677234,0.4,6.8552417e-06,5.0057756e-06,5.0057483e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
295705547,295704512,3932170,-0.00072701985,0.0011085431,0.006274391,0.34906584,2.162773e-09,2.1629019e-09,3.2713328e-09,3932170,0.04153018,0.02199162,-0.14777417,0.4,6.8366044e-06,4.9924174e-06,4.9914684e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
297353094,297352238,3932170,-0.0007273223,0.0011109597,0.006099008,0.34906584,2.3275752e-09,2.3277025e-09,3.2833951e-09,3932170,0.04163073,0.022062495,-0.14877951,0.4,6.8538257e-06,5.0056574e-06,5.0039334e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
298012411,298011329,3932170,-0.00072633236,0.0011106863,0.0059381383,0.34906584,2.3886728e-09,2.3887992e-09,3.2852305e-09,3932170,0.04164194,0.022086756,-0.14979361,0.4,6.8538525e-06,5.0063404e-06,5.0053854e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
298311795,298310915,3932170,-0.00072540547,0.0011105313,0.0058154287,0.34906584,2.4132931e-09,2.413421e-09,3.2861727e-09,3932170,0.041638903,0.02210464,-0.15086927,0.4,6.8514987e-06,5.0058484e-06,5.0057856e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
298501551,298500657,3932170,-0.0007248075,0.0011106213,0.0057052136,0.34906584,2.4289124e-09,2.4290419e-09,3.2863445e-09,3932170,0.041634165,0.02211495,-0.15190431,0.4,6.84973e-06,5.0060166e-06,5.005972e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
298671336,298670419,3932170,-0.0007240129,0.0011106675,0.005590433,0.34906584,2.4419866e-09,2.4421192e-09,3.286663e-09,3932170,0.041626103,0.02212618,-0.15296154,0.4,6.8474037e-06,5.0061303e-06,5.0061217e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
298821056,298820213,3932170,-0.0007237667,0.0011106075,0.0054806666,0.34906584,2.457017e-09,2.4571494e-09,3.286948e-09,3932170,0.041626807,0.022126148,-0.15404725,0.4,6.847572e-06,5.00629e-06,5.006146e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
298950986,298950035,3932170,-0.00072318513,0.001111578,0.005377218,0.34906584,2.4655225e-09,2.4656595e-09,3.2874996e-09,3932170,0.041615736,0.02213855,-0.15509078,0.4,6.844678e-06,5.006387e-06,5.006315e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
299085795,299084849,3932170,-0.0007225425,0.0011124765,0.0052692075,0.34906584,2.4733937e-09,2.4735374e-09,3.2878713e-09,3932170,0.041600477,0.022152195,-0.156137,0.4,6.841063e-06,5.006397e-06,5.0063873e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
299265529,299264601,3932170,-0.0007195585,0.0011074686,0.005079044,0.34906584,2.4807931e-09,2.4809357e-09,3.2730212e-09,3932170,0.041423764,0.022057341,-0.1572054,0.4,6.8120544e-06,4.9852106e-06,4.98504e-06,396825,-0.038596474,-0.046909757,-0.041711815,0.5,1.8360785e-06,1.8890905e-06,0.00012688963,1,1,1
